respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed
33,42,Male,No religion,Single,Yes,Had COVID,4,,,20260909002
34,48,Female,Hindu,Married,Yes,Bereaved,3,,,20260909002
35,36,Male,Christian,Single,No,Bereaved,4,1,Scientific Rationalism,20260909002
36,31,Female,Jewish,Single,Yes,Had COVID,1,4,Conspiracy Ideation,20260909002
37,40,Female,No religion,Married,Yes,Had COVID,4,,,20260909002
38,58,Female,Christian,Divorced,No,Had COVID,4,3,Communitarianism,20260909002
39,29,Male,Christian,Divorced,Yes,Had COVID,4,,,20260909002
40,55,Female,Not answered,Married,No,None,1,,,20260909002
41,73,Female,Not answered,Single,No,None,3,,,20260909002
42,73,Female,No religion,Widowed,No,Bereaved,2,,,20260909002
43,29,Female,Christian,Single,No,None,1,,,20260909002
44,74,Female,Christian,Married,No,Had COVID,4,,,20260909002
45,29,Female,Christian,Married,No,None,4,,,20260909002
46,18,Male,Christian,Single,No,None,4,1,Scientific Rationalism,20260909002
47,60,Female,Muslim,Single,No,Had COVID,2,,,20260909002
48,41,Female,Not answered,Single,Yes,None,1,,,20260909002
49,29,Female,Muslim,Single,Yes,Bereaved,3,,,20260909002
50,50,Female,Christian,Married,No,Had COVID,1,,,20260909002
51,36,Male,No religion,Single,Yes,Long COVID,4,,,20260909002
52,35,Male,No religion,Married,No,None,4,,,20260909002
53,61,Female,Christian,Married,No,None,4,,,20260909002
54,41,Male,No religion,Married,Yes,Had COVID,3,,,20260909002
55,67,Male,No religion,Married,No,Had COVID,3,,,20260909002
56,35,Male,Not answered,Single,No,None,1,,,20260909002
57,61,Female,No religion,Married,No,None,2,,,20260909002
58,20,Female,No religion,Single,No,None,4,,,20260909002
59,46,Male,No religion,Single,Yes,Had COVID,4,,,20260909002
60,27,Female,Christian,Single,No,Had COVID,2,,,20260909002
61,52,Female,Christian,Married,No,None,2,,,20260909002
62,58,Female,No religion,Married,No,Bereaved,2,,,20260909002
63,53,Male,Christian,Married,No,None,3,,,20260909002
64,61,Male,Christian,Married,No,None,4,1,Scientific Rationalism,20260909002
65,26,Female,Christian,Single,No,Long COVID,3,,,20260909002
66,28,Female,No religion,Separated,Yes,None,2,,,20260909002
67,18,Female,No religion,Single,No,Bereaved,2,,,20260909002
68,44,Female,Christian,Married,No,None,3,,,20260909002
69,72,Female,Muslim,Widowed,No,None,3,,,20260909002
70,19,Male,Hindu,Single,No,None,4,2,Libertarianism,20260909002
71,18,Male,No religion,Single,No,None,4,,,20260909002
72,33,Female,No religion,Married,Yes,Bereaved,4,5,Institutional Trust and Technocratic Governance,20260909002
73,59,Male,Muslim,Married,No,Bereaved,2,,,20260909002
74,54,Female,Christian,Married,Yes,None,3,,,20260909002
75,46,Female,No religion,Single,No,Had COVID,4,,,20260909002
76,67,Female,Christian,Widowed,No,Long COVID,4,3,Communitarianism,20260909002
77,90,Male,Muslim,Married,No,Had COVID,3,,,20260909002
78,21,Female,Christian,Single,No,None,4,,,20260909002
79,52,Male,No religion,Married,No,Had COVID,4,,,20260909002
80,54,Female,Christian,Married,No,Had COVID,2,,,20260909002
81,31,Male,Christian,Single,Yes,Had COVID,3,,,20260909002
82,19,Male,No religion,Single,No,Had COVID,2,,,20260909002
83,53,Female,Christian,Single,No,Had COVID,1,,,20260909002
84,43,Male,Christian,Single,No,Long COVID,4,,,20260909002
85,61,Female,No religion,Married,No,Had COVID,3,,,20260909002
86,24,Male,Christian,Single,No,None,3,1,Scientific Rationalism,20260909002
87,59,Female,Christian,Single,No,Had COVID,4,4,Conspiracy Ideation,20260909002
88,90,Female,Christian,Divorced,No,Bereaved,1,,,20260909002
89,67,Female,Christian,Widowed,No,Had COVID,3,,,20260909002
90,58,Female,Not answered,Divorced,No,Bereaved,3,,,20260909002
91,63,Male,Christian,Married,No,Had COVID,2,,,20260909002
92,54,Female,Christian,Widowed,No,None,4,,,20260909002
93,35,Male,Christian,Married,Yes,Bereaved,2,,,20260909002
94,40,Male,Not answered,Married,No,Had COVID,2,,,20260909002
95,23,Male,Christian,Single,Yes,None,1,,,20260909002
96,53,Female,Christian,Married,No,Had COVID,4,5,Institutional Trust and Technocratic Governance,20260909002
97,44,Male,Christian,Single,No,None,1,,,20260909002
98,60,Female,Christian,Divorced,No,None,1,3,Communitarianism,20260909002
99,29,Male,Christian,Single,No,Had COVID,2,,,20260909002
100,31,Male,No religion,Married,No,Had COVID,3,2,Libertarianism,20260909002
101,56,Female,No religion,Married,No,Had COVID,1,,,20260909002
102,51,Female,No religion,Divorced,No,None,3,,,20260909002
103,62,Male,Christian,Married,No,Had COVID,4,4,Conspiracy Ideation,20260909002
104,75,Male,Christian,Widowed,No,None,2,,,20260909002
105,57,Male,No religion,Married,No,Bereaved,2,,,20260909002
106,42,Female,No religion,Married,No,Had COVID,4,,,20260909002
107,85,Female,No religion,Widowed,No,None,1,,,20260909002
108,40,Female,No religion,Married,Yes,None,4,,,20260909002
109,52,Male,No religion,Married,No,Had COVID,3,,,20260909002
110,80,Female,Christian,Widowed,No,Bereaved,4,,,20260909002
111,60,Female,No religion,Married,No,Had COVID,1,2,Libertarianism,20260909002
112,65,Male,Christian,Married,No,Had COVID,4,,,20260909002
113,56,Female,Christian,Married,No,Had COVID,2,,,20260909002
114,68,Male,Christian,Married,No,Had COVID,1,1,Scientific Rationalism,20260909002
115,55,Female,Christian,Divorced,No,None,2,,,20260909002
116,25,Female,No religion,Single,No,Had COVID,3,,,20260909002
117,19,Male,Christian,Single,No,None,4,,,20260909002
118,63,Female,Muslim,Married,No,Had COVID,4,,,20260909002
119,67,Female,No religion,Divorced,No,Had COVID,3,,,20260909002
120,44,Female,No religion,Divorced,Yes,None,3,,,20260909002
121,54,Male,Christian,Married,Yes,None,3,,,20260909002
122,37,Male,Christian,Married,Yes,Had COVID,3,,,20260909002
123,57,Female,Christian,Married,No,Had COVID,3,,,20260909002
124,50,Female,Sikh,Divorced,Yes,Had COVID,2,,,20260909002
125,79,Female,No religion,Widowed,No,None,3,,,20260909002
126,49,Female,Christian,Married,Yes,Had COVID,4,,,20260909002
127,41,Male,No religion,Single,Yes,Had COVID,3,2,Libertarianism,20260909002
128,60,Male,Christian,Divorced,No,Bereaved,1,,,20260909002
129,90,Male,Christian,Married,No,None,1,,,20260909002
130,68,Female,No religion,Divorced,No,Bereaved,4,,,20260909002
131,45,Male,No religion,Married,Yes,Had COVID,3,,,20260909002
132,36,Male,Christian,Married,No,None,3,,,20260909002
133,65,Male,Not answered,Married,No,None,2,,,20260909002
134,20,Male,Not answered,Single,No,None,2,,,20260909002
135,33,Female,Muslim,Separated,Yes,Bereaved,1,,,20260909002
136,65,Male,Muslim,Widowed,No,Had COVID,3,5,Institutional Trust and Technocratic Governance,20260909002
137,81,Female,Christian,Widowed,No,Long COVID,1,,,20260909002
138,61,Female,Muslim,Married,No,Had COVID,2,,,20260909002
139,42,Female,No religion,Married,Yes,Had COVID,3,,,20260909002
140,48,Male,Christian,Married,No,Had COVID,3,,,20260909002
141,69,Male,Christian,Married,No,Had COVID,2,,,20260909002
142,71,Female,No religion,Married,No,None,3,,,20260909002
143,26,Male,Christian,Married,No,Had COVID,3,,,20260909002
144,27,Male,No religion,Single,No,Had COVID,4,5,Institutional Trust and Technocratic Governance,20260909002
145,60,Female,Christian,Married,No,Had COVID,3,,,20260909002
146,27,Male,No religion,Single,No,Had COVID,3,,,20260909002
147,33,Male,No religion,Single,Yes,None,4,,,20260909002
148,40,Male,No religion,Married,No,Bereaved,1,,,20260909002
149,66,Female,No religion,Widowed,No,Bereaved,1,,,20260909002
150,54,Female,Christian,Married,No,Had COVID,1,,,20260909002
151,55,Female,No religion,Single,No,Long COVID,4,,,20260909002
152,40,Female,Christian,Single,No,Bereaved,3,,,20260909002
153,23,Male,Christian,Single,No,Had COVID,1,,,20260909002
154,25,Female,Christian,Single,No,None,4,,,20260909002
155,82,Female,Christian,Divorced,No,None,3,,,20260909002
156,30,Female,No religion,Married,Yes,Had COVID,1,5,Institutional Trust and Technocratic Governance,20260909002
157,32,Male,Christian,Single,No,None,4,,,20260909002
158,40,Male,Christian,Widowed,Yes,Had COVID,3,,,20260909002
159,24,Female,Muslim,Single,No,Had COVID,3,,,20260909002
160,78,Male,Christian,Separated,No,None,1,,,20260909002
161,37,Female,No religion,Divorced,No,Had COVID,2,,,20260909002
162,34,Female,Other religion,Married,Yes,None,4,,,20260909002
163,26,Male,Christian,Single,No,Had COVID,4,,,20260909002
164,50,Male,Christian,Married,Yes,Had COVID,4,,,20260909002
165,63,Male,Christian,Divorced,No,Had COVID,3,,,20260909002
166,76,Female,Christian,Married,No,None,4,,,20260909002
167,20,Female,Christian,Single,No,Bereaved,2,,,20260909002
168,63,Female,No religion,Married,No,Bereaved,3,,,20260909002
169,64,Male,No religion,Married,No,None,3,,,20260909002
170,32,Male,Christian,Single,No,Bereaved,2,,,20260909002
171,30,Male,Christian,Single,No,Bereaved,3,,,20260909002
172,30,Female,Not answered,Married,Yes,Had COVID,2,,,20260909002
173,33,Female,Christian,Single,Yes,None,3,,,20260909002
174,43,Male,Christian,Married,Yes,None,4,,,20260909002
175,58,Female,Christian,Divorced,No,Had COVID,1,,,20260909002
176,67,Male,No religion,Single,No,Had COVID,2,,,20260909002
177,57,Male,No religion,Divorced,Yes,Had COVID,4,,,20260909002
178,74,Female,Christian,Widowed,No,Bereaved,3,,,20260909002
179,62,Male,No religion,Married,No,Bereaved,1,,,20260909002
180,29,Female,Muslim,Single,No,None,3,,,20260909002
181,42,Male,Not answered,Divorced,No,None,4,,,20260909002
182,33,Female,Christian,Divorced,No,None,1,,,20260909002
183,84,Female,Other religion,Married,No,Bereaved,1,,,20260909002
184,29,Male,Christian,Single,No,Bereaved,2,,,20260909002
185,34,Female,Muslim,Single,No,None,3,,,20260909002
186,68,Female,Christian,Married,No,None,1,,,20260909002
187,39,Male,Christian,Married,Yes,None,1,,,20260909002
188,19,Female,No religion,Single,No,None,3,,,20260909002
189,71,Female,No religion,Widowed,No,None,4,,,20260909002
190,30,Female,Christian,Single,No,Bereaved,1,,,20260909002
191,90,Male,Christian,Widowed,No,None,3,2,Libertarianism,20260909002
192,79,Male,Christian,Widowed,No,Had COVID,2,,,20260909002
193,54,Male,No religion,Married,No,Had COVID,4,,,20260909002
194,54,Female,Sikh,Married,No,Bereaved,1,,,20260909002
195,75,Female,No religion,Widowed,No,Had COVID,4,,,20260909002
196,66,Female,Christian,Married,No,None,3,,,20260909002
197,23,Female,Christian,Single,No,Had COVID,4,,,20260909002
198,40,Female,Christian,Single,Yes,None,4,,,20260909002
199,49,Male,Christian,Married,No,Bereaved,4,,,20260909002
200,39,Male,No religion,Married,Yes,Had COVID,3,,,20260909002
201,83,Male,Christian,Married,No,Had COVID,1,,,20260909002
202,50,Female,No religion,Divorced,No,Had COVID,3,,,20260909002
203,51,Female,Christian,Married,No,Long COVID,1,2,Libertarianism,20260909002
204,73,Female,Christian,Married,No,None,2,,,20260909002
205,23,Female,No religion,Single,No,Had COVID,2,,,20260909002
206,33,Male,Christian,Single,Yes,Had COVID,2,,,20260909002
207,82,Male,Christian,Widowed,No,None,3,,,20260909002
208,55,Male,No religion,Married,No,Bereaved,4,,,20260909002
209,61,Male,Christian,Single,No,None,1,2,Libertarianism,20260909002
210,39,Female,Christian,Single,No,None,3,,,20260909002
211,88,Female,Christian,Married,No,Bereaved,1,1,Scientific Rationalism,20260909002
212,61,Female,Christian,Married,No,Long COVID,1,4,Conspiracy Ideation,20260909002
213,57,Male,No religion,Married,Yes,Had COVID,3,,,20260909002
214,60,Female,Christian,Married,No,Had COVID,1,,,20260909002
215,80,Male,Christian,Married,No,None,3,,,20260909002
216,55,Female,Christian,Married,No,Long COVID,2,,,20260909002
217,50,Female,No religion,Divorced,No,Had COVID,1,,,20260909002
218,35,Male,Christian,Married,Yes,None,1,,,20260909002
219,56,Female,No religion,Married,No,Had COVID,2,,,20260909002
220,66,Male,Christian,Single,No,Had COVID,4,,,20260909002
221,29,Female,Christian,Widowed,Yes,None,2,,,20260909002
222,19,Male,Christian,Single,No,None,2,,,20260909002
223,49,Male,Muslim,Divorced,No,None,1,,,20260909002
224,73,Female,Christian,Widowed,No,None,1,,,20260909002
225,48,Male,Christian,Separated,Yes,Had COVID,3,,,20260909002
226,81,Female,Christian,Widowed,No,None,1,,,20260909002
227,35,Male,Jewish,Married,Yes,Had COVID,2,,,20260909002
228,45,Male,No religion,Divorced,No,None,4,,,20260909002
229,20,Female,Christian,Single,No,Had COVID,1,,,20260909002
230,70,Male,Not answered,Married,No,None,2,,,20260909002
231,30,Male,No religion,Single,No,None,3,,,20260909002
232,33,Male,No religion,Married,No,Had COVID,4,,,20260909002
233,24,Female,No religion,Single,No,Had COVID,1,,,20260909002
234,58,Male,Christian,Married,No,Had COVID,3,,,20260909002
235,79,Male,Christian,Widowed,Yes,Had COVID,3,,,20260909002
236,31,Female,No religion,Married,No,None,1,,,20260909002
237,76,Male,No religion,Single,No,Had COVID,1,,,20260909002
238,68,Female,Christian,Single,No,None,1,,,20260909002
239,82,Male,Muslim,Married,No,None,1,,,20260909002
240,39,Female,No religion,Married,Yes,Had COVID,4,,,20260909002
241,47,Female,Christian,Married,Yes,None,2,,,20260909002
242,26,Male,No religion,Married,No,Had COVID,1,4,Conspiracy Ideation,20260909002
243,62,Male,No religion,Married,No,Had COVID,3,,,20260909002
244,30,Female,No religion,Single,No,Bereaved,3,,,20260909002
245,41,Female,Christian,Married,No,None,4,4,Conspiracy Ideation,20260909002
246,34,Male,No religion,Single,Yes,Had COVID,1,,,20260909002
247,85,Male,No religion,Married,No,None,3,,,20260909002
248,23,Male,Christian,Single,No,Had COVID,2,,,20260909002
249,30,Female,Christian,Single,Yes,None,1,,,20260909002
250,24,Female,Christian,Single,No,None,1,,,20260909002
251,45,Female,Not answered,Single,No,Had COVID,2,,,20260909002
252,58,Female,No religion,Married,No,None,3,,,20260909002
253,90,Female,No religion,Divorced,No,Had COVID,1,,,20260909002
254,52,Male,No religion,Married,Yes,Had COVID,3,,,20260909002
255,42,Female,Christian,Married,Yes,Had COVID,2,,,20260909002
256,22,Male,Christian,Single,No,Had COVID,4,,,20260909002
257,22,Female,No religion,Single,No,None,3,,,20260909002
258,51,Female,Christian,Married,No,None,2,,,20260909002
259,58,Male,No religion,Married,No,Bereaved,1,,,20260909002
260,48,Male,Buddhist,Single,Yes,None,2,,,20260909002
261,64,Male,Christian,Divorced,No,Bereaved,2,,,20260909002
262,54,Male,Christian,Married,Yes,Had COVID,3,,,20260909002
263,37,Female,Christian,Married,No,Long COVID,2,3,Communitarianism,20260909002
264,25,Male,Jewish,Single,No,Had COVID,1,,,20260909002
265,87,Female,No religion,Married,No,None,3,,,20260909002
266,78,Female,Christian,Married,No,Had COVID,2,,,20260909002
267,45,Male,Christian,Single,No,Had COVID,2,,,20260909002
268,41,Female,Christian,Married,No,None,4,,,20260909002
269,27,Female,No religion,Married,Yes,None,4,,,20260909002
270,73,Female,Not answered,Married,No,Bereaved,2,,,20260909002
271,45,Male,No religion,Married,No,None,3,,,20260909002
272,70,Male,Christian,Married,No,None,3,,,20260909002
273,70,Female,No religion,Married,No,None,2,,,20260909002
274,77,Male,Christian,Married,No,Had COVID,3,,,20260909002
275,31,Male,Christian,Married,Yes,None,2,,,20260909002
276,27,Male,Christian,Single,No,None,1,,,20260909002
277,31,Male,Jewish,Divorced,Yes,Had COVID,4,,,20260909002
278,47,Male,Christian,Married,No,Had COVID,2,,,20260909002
279,60,Female,No religion,Married,No,None,4,,,20260909002
280,36,Male,Hindu,Single,No,None,1,,,20260909002
281,72,Female,Christian,Married,No,None,3,,,20260909002
282,21,Male,Christian,Single,No,Had COVID,1,,,20260909002
283,34,Female,Christian,Single,No,None,2,,,20260909002
284,28,Female,Christian,Separated,Yes,None,3,,,20260909002
285,26,Female,No religion,Single,No,Bereaved,4,2,Libertarianism,20260909002
286,48,Male,No religion,Married,No,None,1,,,20260909002
287,81,Male,Christian,Married,No,Bereaved,3,,,20260909002
288,40,Male,Muslim,Single,Yes,Had COVID,1,,,20260909002
289,38,Male,No religion,Divorced,Yes,Had COVID,4,,,20260909002
290,32,Male,Christian,Single,No,Had COVID,2,,,20260909002
291,43,Female,Christian,Married,Yes,None,4,,,20260909002
292,75,Male,Christian,Married,No,None,2,,,20260909002
293,54,Female,Christian,Married,No,Had COVID,4,,,20260909002
294,79,Male,Not answered,Married,No,Had COVID,3,2,Libertarianism,20260909002
295,46,Male,No religion,Single,No,Had COVID,1,,,20260909002
296,44,Female,Christian,Single,No,Had COVID,1,,,20260909002
297,56,Female,No religion,Married,Yes,Had COVID,4,,,20260909002
298,26,Female,Not answered,Married,No,None,1,,,20260909002
299,44,Male,No religion,Divorced,No,None,4,,,20260909002
300,19,Female,No religion,Single,No,Bereaved,1,,,20260909002
301,68,Female,No religion,Married,No,Bereaved,3,4,Conspiracy Ideation,20260909002
302,35,Female,Christian,Single,No,Bereaved,1,,,20260909002
303,60,Male,Christian,Married,No,None,3,,,20260909002
304,62,Male,Christian,Married,No,None,4,,,20260909002
305,41,Female,No religion,Married,Yes,Had COVID,2,,,20260909002
306,27,Female,No religion,Married,No,None,4,,,20260909002
307,22,Male,No religion,Single,No,None,3,3,Communitarianism,20260909002
308,75,Male,Christian,Single,No,Bereaved,4,,,20260909002
309,73,Male,Not answered,Married,No,Had COVID,1,,,20260909002
310,31,Female,No religion,Single,No,Bereaved,1,4,Conspiracy Ideation,20260909002
311,50,Male,No religion,Married,No,None,2,,,20260909002
312,33,Female,No religion,Married,Yes,Bereaved,2,,,20260909002
313,27,Male,Christian,Single,No,Had COVID,1,,,20260909002
314,68,Male,Christian,Married,No,Had COVID,1,,,20260909002
315,90,Female,No religion,Divorced,No,None,3,,,20260909002
316,67,Female,Christian,Widowed,No,Had COVID,2,,,20260909002
317,77,Female,Muslim,Divorced,No,Bereaved,2,,,20260909002
318,78,Female,Christian,Married,No,None,3,,,20260909002
319,82,Male,Christian,Single,No,None,1,,,20260909002
320,77,Male,Not answered,Single,No,None,1,,,20260909002
321,25,Male,No religion,Married,No,None,3,,,20260909002
322,51,Male,Christian,Married,No,Had COVID,1,1,Scientific Rationalism,20260909002
323,43,Female,Christian,Married,Yes,None,4,,,20260909002
324,75,Male,No religion,Married,No,None,4,,,20260909002
325,19,Female,Christian,Single,No,Had COVID,4,,,20260909002
326,27,Female,No religion,Single,No,Had COVID,3,,,20260909002
327,22,Male,No religion,Single,No,Had COVID,3,,,20260909002
328,65,Male,Christian,Married,No,Bereaved,4,,,20260909002
329,55,Male,Christian,Married,No,None,3,,,20260909002
330,85,Male,Christian,Widowed,No,None,3,,,20260909002
331,49,Female,No religion,Single,No,None,3,,,20260909002
332,57,Male,Christian,Single,No,None,1,,,20260909002
333,64,Male,Not answered,Married,No,Had COVID,4,,,20260909002
334,87,Female,Christian,Married,No,None,4,,,20260909002
335,26,Male,No religion,Divorced,Yes,Had COVID,3,,,20260909002
336,49,Male,Christian,Married,No,None,3,,,20260909002
337,34,Female,Christian,Single,No,Long COVID,3,,,20260909002
338,35,Male,Christian,Married,Yes,Had COVID,1,,,20260909002
339,47,Female,No religion,Married,Yes,None,4,,,20260909002
340,53,Female,No religion,Married,No,None,1,,,20260909002
341,77,Female,Christian,Married,No,None,2,,,20260909002
342,75,Male,Christian,Married,No,None,1,1,Scientific Rationalism,20260909002
343,21,Male,Hindu,Single,No,None,1,,,20260909002
344,28,Male,No religion,Married,No,Bereaved,3,,,20260909002
345,72,Male,Christian,Married,No,Bereaved,2,1,Scientific Rationalism,20260909002
346,67,Female,No religion,Widowed,No,None,1,,,20260909002
347,22,Male,No religion,Single,No,None,1,,,20260909002
348,66,Female,Christian,Married,No,None,3,,,20260909002
349,53,Female,Christian,Divorced,No,Had COVID,4,1,Scientific Rationalism,20260909002
350,22,Male,Christian,Single,No,None,4,,,20260909002
351,87,Female,Christian,Married,No,None,1,,,20260909002
352,46,Female,No religion,Single,Yes,Had COVID,2,,,20260909002
353,62,Female,Christian,Married,No,None,3,,,20260909002
354,51,Female,No religion,Widowed,Yes,Had COVID,3,,,20260909002
355,48,Female,No religion,Married,No,None,4,,,20260909002
356,21,Female,Christian,Single,No,None,3,,,20260909002
357,21,Male,Christian,Single,No,None,4,,,20260909002
358,53,Male,Muslim,Widowed,No,Had COVID,4,,,20260909002
359,57,Female,No religion,Single,No,Had COVID,4,,,20260909002
360,37,Male,Not answered,Married,No,Had COVID,4,,,20260909002
361,74,Male,No religion,Widowed,No,None,1,,,20260909002
362,85,Female,Hindu,Single,No,None,2,,,20260909002
363,41,Female,Christian,Separated,No,Had COVID,3,,,20260909002
364,59,Female,Christian,Divorced,No,Had COVID,2,,,20260909002
365,42,Male,Christian,Single,Yes,Had COVID,2,,,20260909002
366,76,Female,Christian,Divorced,No,None,4,,,20260909002
367,76,Female,No religion,Widowed,No,None,2,,,20260909002
368,52,Female,Hindu,Married,No,Had COVID,2,,,20260909002
369,25,Female,Hindu,Married,Yes,Had COVID,3,,,20260909002
370,68,Male,No religion,Married,No,None,1,,,20260909002
371,54,Female,Christian,Married,No,Bereaved,3,,,20260909002
372,54,Female,No religion,Married,No,Bereaved,2,,,20260909002
373,52,Female,No religion,Married,No,None,4,,,20260909002
374,42,Female,No religion,Divorced,Yes,Had COVID,1,,,20260909002
375,18,Male,Christian,Single,No,None,3,,,20260909002
376,66,Female,No religion,Married,No,Had COVID,2,4,Conspiracy Ideation,20260909002
377,34,Female,Christian,Married,No,None,2,,,20260909002
378,82,Male,No religion,Single,No,Bereaved,3,,,20260909002
379,53,Male,No religion,Divorced,No,Had COVID,2,,,20260909002
380,47,Female,Christian,Separated,Yes,Long COVID,4,,,20260909002
381,90,Male,Christian,Married,No,None,1,,,20260909002
382,40,Male,Christian,Divorced,No,None,2,,,20260909002
383,43,Male,Christian,Married,Yes,None,1,2,Libertarianism,20260909002
384,47,Female,No religion,Married,Yes,Long COVID,3,,,20260909002
385,58,Male,No religion,Married,No,None,4,,,20260909002
386,70,Female,No religion,Married,No,Had COVID,3,,,20260909002
387,43,Female,No religion,Single,No,None,1,,,20260909002
388,53,Male,Christian,Married,No,None,1,,,20260909002
389,45,Male,No religion,Married,Yes,Had COVID,4,,,20260909002
390,62,Male,Christian,Divorced,No,Had COVID,1,,,20260909002
391,63,Female,Buddhist,Single,No,Had COVID,2,,,20260909002
392,72,Female,No religion,Widowed,No,None,2,,,20260909002
393,68,Female,Christian,Divorced,No,None,1,,,20260909002
394,72,Female,Christian,Widowed,No,None,3,5,Institutional Trust and Technocratic Governance,20260909002
395,34,Male,Christian,Divorced,Yes,None,1,,,20260909002
396,63,Male,No religion,Married,No,Had COVID,4,,,20260909002
397,29,Female,Christian,Married,No,None,4,,,20260909002
398,58,Male,No religion,Married,No,Had COVID,4,,,20260909002
399,26,Female,Christian,Married,No,None,1,,,20260909002
400,75,Male,No religion,Divorced,No,None,4,5,Institutional Trust and Technocratic Governance,20260909002
401,34,Female,No religion,Single,Yes,Had COVID,4,,,20260909002
402,66,Female,Muslim,Single,No,None,1,,,20260909002
403,38,Female,Christian,Single,No,None,3,,,20260909002
404,32,Female,Christian,Single,No,None,2,,,20260909002
405,58,Female,No religion,Married,No,Had COVID,2,2,Libertarianism,20260909002
406,80,Male,Not answered,Married,No,Had COVID,4,,,20260909002
407,44,Male,Christian,Divorced,No,Long COVID,2,,,20260909002
408,19,Male,No religion,Married,No,None,2,,,20260909002
409,61,Female,No religion,Widowed,No,Had COVID,3,,,20260909002
410,41,Female,Christian,Married,No,None,2,,,20260909002
411,48,Female,Christian,Divorced,Yes,Had COVID,4,,,20260909002
412,83,Male,No religion,Divorced,No,None,3,,,20260909002
413,56,Female,Christian,Married,No,Had COVID,2,,,20260909002
414,67,Female,No religion,Widowed,No,None,2,,,20260909002
415,26,Female,Christian,Single,No,Bereaved,2,,,20260909002
416,65,Female,Christian,Married,No,None,3,,,20260909002
417,22,Female,No religion,Single,No,Bereaved,3,,,20260909002
418,58,Male,No religion,Widowed,No,None,3,3,Communitarianism,20260909002
419,37,Male,Christian,Widowed,Yes,Had COVID,3,,,20260909002
420,75,Female,Christian,Widowed,No,Bereaved,2,,,20260909002
421,73,Male,Christian,Widowed,No,Bereaved,3,,,20260909002
422,56,Female,Christian,Married,No,Had COVID,4,,,20260909002
423,23,Male,Sikh,Single,No,Had COVID,4,3,Communitarianism,20260909002
424,28,Female,No religion,Single,No,None,1,,,20260909002
425,26,Male,Christian,Single,No,Bereaved,4,,,20260909002
426,63,Male,Christian,Married,No,Had COVID,2,,,20260909002
427,75,Male,No religion,Married,No,Bereaved,2,,,20260909002
428,55,Male,No religion,Divorced,No,Had COVID,1,,,20260909002
429,31,Female,Christian,Single,Yes,None,4,,,20260909002
430,65,Male,Christian,Married,No,None,1,,,20260909002
431,50,Female,Christian,Single,No,Had COVID,1,,,20260909002
432,60,Male,No religion,Single,No,Had COVID,1,,,20260909002
433,80,Female,Christian,Widowed,No,None,1,,,20260909002
434,56,Male,No religion,Married,No,Had COVID,3,5,Institutional Trust and Technocratic Governance,20260909002
435,58,Female,Christian,Widowed,No,None,4,,,20260909002
436,18,Male,Christian,Single,No,None,4,,,20260909002
437,61,Male,Christian,Married,No,Had COVID,4,3,Communitarianism,20260909002
438,57,Female,Christian,Married,No,Bereaved,2,,,20260909002
439,74,Male,No religion,Divorced,No,None,3,,,20260909002
440,29,Male,Christian,Single,Yes,Had COVID,4,,,20260909002
441,25,Female,Christian,Single,No,None,3,,,20260909002
