respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed
88,90,Female,Christian,Divorced,No,Bereaved,2,2,Libertarianism,20260909008
89,67,Female,Christian,Widowed,No,Had COVID,2,,,20260909008
90,58,Female,Not answered,Divorced,No,Bereaved,4,,,20260909008
91,63,Male,Christian,Married,No,Had COVID,2,,,20260909008
92,54,Female,Christian,Widowed,No,None,2,,,20260909008
93,35,Male,Christian,Married,Yes,Bereaved,2,,,20260909008
94,40,Male,Not answered,Married,No,Had COVID,1,,,20260909008
95,23,Male,Christian,Single,Yes,None,1,,,20260909008
96,53,Female,Christian,Married,No,Had COVID,3,,,20260909008
97,44,Male,Christian,Single,No,None,2,,,20260909008
98,60,Female,Christian,Divorced,No,None,3,,,20260909008
99,29,Male,Christian,Single,No,Had COVID,1,5,Institutional Trust and Technocratic Governance,20260909008
100,31,Male,No religion,Married,No,Had COVID,2,,,20260909008
101,56,Female,No religion,Married,No,Had COVID,1,,,20260909008
102,51,Female,No religion,Divorced,No,None,4,,,20260909008
103,62,Male,Christian,Married,No,Had COVID,2,,,20260909008
104,75,Male,Christian,Widowed,No,None,1,,,20260909008
105,57,Male,No religion,Married,No,Bereaved,1,,,20260909008
106,42,Female,No religion,Married,No,Had COVID,4,,,20260909008
107,85,Female,No religion,Widowed,No,None,4,,,20260909008
108,40,Female,No religion,Married,Yes,None,3,,,20260909008
109,52,Male,No religion,Married,No,Had COVID,4,,,20260909008
110,80,Female,Christian,Widowed,No,Bereaved,1,,,20260909008
111,60,Female,No religion,Married,No,Had COVID,4,,,20260909008
112,65,Male,Christian,Married,No,Had COVID,4,3,Communitarianism,20260909008
113,56,Female,Christian,Married,No,Had COVID,3,,,20260909008
114,68,Male,Christian,Married,No,Had COVID,2,,,20260909008
115,55,Female,Christian,Divorced,No,None,4,,,20260909008
116,25,Female,No religion,Single,No,Had COVID,2,,,20260909008
117,19,Male,Christian,Single,No,None,4,,,20260909008
118,63,Female,Muslim,Married,No,Had COVID,4,,,20260909008
119,67,Female,No religion,Divorced,No,Had COVID,2,,,20260909008
120,44,Female,No religion,Divorced,Yes,None,3,,,20260909008
121,54,Male,Christian,Married,Yes,None,3,,,20260909008
122,37,Male,Christian,Married,Yes,Had COVID,4,,,20260909008
123,57,Female,Christian,Married,No,Had COVID,4,,,20260909008
124,50,Female,Sikh,Divorced,Yes,Had COVID,1,,,20260909008
125,79,Female,No religion,Widowed,No,None,4,,,20260909008
126,49,Female,Christian,Married,Yes,Had COVID,4,,,20260909008
127,41,Male,No religion,Single,Yes,Had COVID,2,,,20260909008
128,60,Male,Christian,Divorced,No,Bereaved,4,2,Libertarianism,20260909008
129,90,Male,Christian,Married,No,None,3,,,20260909008
130,68,Female,No religion,Divorced,No,Bereaved,4,,,20260909008
131,45,Male,No religion,Married,Yes,Had COVID,3,,,20260909008
132,36,Male,Christian,Married,No,None,1,,,20260909008
133,65,Male,Not answered,Married,No,None,3,,,20260909008
134,20,Male,Not answered,Single,No,None,1,,,20260909008
135,33,Female,Muslim,Separated,Yes,Bereaved,4,,,20260909008
136,65,Male,Muslim,Widowed,No,Had COVID,4,,,20260909008
137,81,Female,Christian,Widowed,No,Long COVID,4,,,20260909008
138,61,Female,Muslim,Married,No,Had COVID,2,,,20260909008
139,42,Female,No religion,Married,Yes,Had COVID,4,,,20260909008
140,48,Male,Christian,Married,No,Had COVID,4,,,20260909008
141,69,Male,Christian,Married,No,Had COVID,2,3,Communitarianism,20260909008
142,71,Female,No religion,Married,No,None,4,,,20260909008
143,26,Male,Christian,Married,No,Had COVID,1,,,20260909008
144,27,Male,No religion,Single,No,Had COVID,3,3,Communitarianism,20260909008
145,60,Female,Christian,Married,No,Had COVID,2,,,20260909008
146,27,Male,No religion,Single,No,Had COVID,4,,,20260909008
147,33,Male,No religion,Single,Yes,None,3,,,20260909008
148,40,Male,No religion,Married,No,Bereaved,1,,,20260909008
149,66,Female,No religion,Widowed,No,Bereaved,1,3,Communitarianism,20260909008
150,54,Female,Christian,Married,No,Had COVID,2,,,20260909008
151,55,Female,No religion,Single,No,Long COVID,1,,,20260909008
152,40,Female,Christian,Single,No,Bereaved,3,,,20260909008
153,23,Male,Christian,Single,No,Had COVID,4,,,20260909008
154,25,Female,Christian,Single,No,None,4,,,20260909008
155,82,Female,Christian,Divorced,No,None,1,,,20260909008
156,30,Female,No religion,Married,Yes,Had COVID,2,,,20260909008
157,32,Male,Christian,Single,No,None,3,,,20260909008
158,40,Male,Christian,Widowed,Yes,Had COVID,1,,,20260909008
159,24,Female,Muslim,Single,No,Had COVID,3,,,20260909008
160,78,Male,Christian,Separated,No,None,3,5,Institutional Trust and Technocratic Governance,20260909008
161,37,Female,No religion,Divorced,No,Had COVID,4,,,20260909008
162,34,Female,Other religion,Married,Yes,None,3,,,20260909008
163,26,Male,Christian,Single,No,Had COVID,4,,,20260909008
164,50,Male,Christian,Married,Yes,Had COVID,4,,,20260909008
165,63,Male,Christian,Divorced,No,Had COVID,4,,,20260909008
166,76,Female,Christian,Married,No,None,4,5,Institutional Trust and Technocratic Governance,20260909008
167,20,Female,Christian,Single,No,Bereaved,4,,,20260909008
168,63,Female,No religion,Married,No,Bereaved,3,,,20260909008
169,64,Male,No religion,Married,No,None,2,,,20260909008
170,32,Male,Christian,Single,No,Bereaved,3,,,20260909008
171,30,Male,Christian,Single,No,Bereaved,2,,,20260909008
172,30,Female,Not answered,Married,Yes,Had COVID,4,,,20260909008
173,33,Female,Christian,Single,Yes,None,1,,,20260909008
174,43,Male,Christian,Married,Yes,None,2,,,20260909008
175,58,Female,Christian,Divorced,No,Had COVID,2,,,20260909008
176,67,Male,No religion,Single,No,Had COVID,3,,,20260909008
177,57,Male,No religion,Divorced,Yes,Had COVID,4,3,Communitarianism,20260909008
178,74,Female,Christian,Widowed,No,Bereaved,2,,,20260909008
179,62,Male,No religion,Married,No,Bereaved,3,,,20260909008
180,29,Female,Muslim,Single,No,None,1,,,20260909008
181,42,Male,Not answered,Divorced,No,None,3,,,20260909008
182,33,Female,Christian,Divorced,No,None,3,,,20260909008
183,84,Female,Other religion,Married,No,Bereaved,1,3,Communitarianism,20260909008
184,29,Male,Christian,Single,No,Bereaved,2,,,20260909008
185,34,Female,Muslim,Single,No,None,4,,,20260909008
186,68,Female,Christian,Married,No,None,3,4,Conspiracy Ideation,20260909008
187,39,Male,Christian,Married,Yes,None,4,,,20260909008
188,19,Female,No religion,Single,No,None,4,,,20260909008
189,71,Female,No religion,Widowed,No,None,3,,,20260909008
190,30,Female,Christian,Single,No,Bereaved,2,,,20260909008
191,90,Male,Christian,Widowed,No,None,3,,,20260909008
192,79,Male,Christian,Widowed,No,Had COVID,2,,,20260909008
193,54,Male,No religion,Married,No,Had COVID,1,,,20260909008
194,54,Female,Sikh,Married,No,Bereaved,3,,,20260909008
195,75,Female,No religion,Widowed,No,Had COVID,1,,,20260909008
196,66,Female,Christian,Married,No,None,3,,,20260909008
197,23,Female,Christian,Single,No,Had COVID,4,1,Scientific Rationalism,20260909008
198,40,Female,Christian,Single,Yes,None,4,,,20260909008
199,49,Male,Christian,Married,No,Bereaved,1,,,20260909008
200,39,Male,No religion,Married,Yes,Had COVID,3,,,20260909008
201,83,Male,Christian,Married,No,Had COVID,2,5,Institutional Trust and Technocratic Governance,20260909008
202,50,Female,No religion,Divorced,No,Had COVID,1,,,20260909008
203,51,Female,Christian,Married,No,Long COVID,1,,,20260909008
204,73,Female,Christian,Married,No,None,1,,,20260909008
205,23,Female,No religion,Single,No,Had COVID,1,,,20260909008
206,33,Male,Christian,Single,Yes,Had COVID,1,,,20260909008
207,82,Male,Christian,Widowed,No,None,3,,,20260909008
208,55,Male,No religion,Married,No,Bereaved,2,,,20260909008
209,61,Male,Christian,Single,No,None,1,,,20260909008
210,39,Female,Christian,Single,No,None,4,,,20260909008
211,88,Female,Christian,Married,No,Bereaved,4,,,20260909008
212,61,Female,Christian,Married,No,Long COVID,4,,,20260909008
213,57,Male,No religion,Married,Yes,Had COVID,4,,,20260909008
214,60,Female,Christian,Married,No,Had COVID,2,,,20260909008
215,80,Male,Christian,Married,No,None,4,1,Scientific Rationalism,20260909008
216,55,Female,Christian,Married,No,Long COVID,3,,,20260909008
217,50,Female,No religion,Divorced,No,Had COVID,3,,,20260909008
218,35,Male,Christian,Married,Yes,None,3,,,20260909008
219,56,Female,No religion,Married,No,Had COVID,4,,,20260909008
220,66,Male,Christian,Single,No,Had COVID,1,,,20260909008
221,29,Female,Christian,Widowed,Yes,None,2,,,20260909008
222,19,Male,Christian,Single,No,None,2,,,20260909008
223,49,Male,Muslim,Divorced,No,None,2,,,20260909008
224,73,Female,Christian,Widowed,No,None,1,,,20260909008
225,48,Male,Christian,Separated,Yes,Had COVID,1,,,20260909008
226,81,Female,Christian,Widowed,No,None,3,,,20260909008
227,35,Male,Jewish,Married,Yes,Had COVID,3,,,20260909008
228,45,Male,No religion,Divorced,No,None,3,,,20260909008
229,20,Female,Christian,Single,No,Had COVID,4,,,20260909008
230,70,Male,Not answered,Married,No,None,1,,,20260909008
231,30,Male,No religion,Single,No,None,3,,,20260909008
232,33,Male,No religion,Married,No,Had COVID,4,,,20260909008
233,24,Female,No religion,Single,No,Had COVID,1,,,20260909008
234,58,Male,Christian,Married,No,Had COVID,3,2,Libertarianism,20260909008
235,79,Male,Christian,Widowed,Yes,Had COVID,3,,,20260909008
236,31,Female,No religion,Married,No,None,2,,,20260909008
237,76,Male,No religion,Single,No,Had COVID,1,,,20260909008
238,68,Female,Christian,Single,No,None,4,,,20260909008
239,82,Male,Muslim,Married,No,None,2,,,20260909008
240,39,Female,No religion,Married,Yes,Had COVID,2,,,20260909008
241,47,Female,Christian,Married,Yes,None,4,2,Libertarianism,20260909008
242,26,Male,No religion,Married,No,Had COVID,1,,,20260909008
243,62,Male,No religion,Married,No,Had COVID,3,,,20260909008
244,30,Female,No religion,Single,No,Bereaved,3,,,20260909008
245,41,Female,Christian,Married,No,None,1,,,20260909008
246,34,Male,No religion,Single,Yes,Had COVID,2,,,20260909008
247,85,Male,No religion,Married,No,None,4,,,20260909008
248,23,Male,Christian,Single,No,Had COVID,3,,,20260909008
249,30,Female,Christian,Single,Yes,None,4,,,20260909008
250,24,Female,Christian,Single,No,None,3,,,20260909008
251,45,Female,Not answered,Single,No,Had COVID,1,,,20260909008
252,58,Female,No religion,Married,No,None,4,,,20260909008
253,90,Female,No religion,Divorced,No,Had COVID,3,,,20260909008
254,52,Male,No religion,Married,Yes,Had COVID,4,,,20260909008
255,42,Female,Christian,Married,Yes,Had COVID,1,,,20260909008
256,22,Male,Christian,Single,No,Had COVID,1,,,20260909008
257,22,Female,No religion,Single,No,None,2,,,20260909008
258,51,Female,Christian,Married,No,None,1,4,Conspiracy Ideation,20260909008
259,58,Male,No religion,Married,No,Bereaved,4,,,20260909008
260,48,Male,Buddhist,Single,Yes,None,3,,,20260909008
261,64,Male,Christian,Divorced,No,Bereaved,2,,,20260909008
262,54,Male,Christian,Married,Yes,Had COVID,2,,,20260909008
263,37,Female,Christian,Married,No,Long COVID,2,,,20260909008
264,25,Male,Jewish,Single,No,Had COVID,2,,,20260909008
265,87,Female,No religion,Married,No,None,4,,,20260909008
266,78,Female,Christian,Married,No,Had COVID,2,,,20260909008
267,45,Male,Christian,Single,No,Had COVID,4,,,20260909008
268,41,Female,Christian,Married,No,None,4,,,20260909008
269,27,Female,No religion,Married,Yes,None,4,3,Communitarianism,20260909008
270,73,Female,Not answered,Married,No,Bereaved,1,,,20260909008
271,45,Male,No religion,Married,No,None,4,,,20260909008
272,70,Male,Christian,Married,No,None,3,,,20260909008
273,70,Female,No religion,Married,No,None,4,,,20260909008
274,77,Male,Christian,Married,No,Had COVID,2,,,20260909008
275,31,Male,Christian,Married,Yes,None,4,,,20260909008
276,27,Male,Christian,Single,No,None,2,,,20260909008
277,31,Male,Jewish,Divorced,Yes,Had COVID,1,,,20260909008
278,47,Male,Christian,Married,No,Had COVID,3,,,20260909008
279,60,Female,No religion,Married,No,None,4,,,20260909008
280,36,Male,Hindu,Single,No,None,1,,,20260909008
281,72,Female,Christian,Married,No,None,4,,,20260909008
282,21,Male,Christian,Single,No,Had COVID,4,,,20260909008
283,34,Female,Christian,Single,No,None,3,,,20260909008
284,28,Female,Christian,Separated,Yes,None,1,,,20260909008
285,26,Female,No religion,Single,No,Bereaved,4,,,20260909008
286,48,Male,No religion,Married,No,None,1,,,20260909008
287,81,Male,Christian,Married,No,Bereaved,1,,,20260909008
288,40,Male,Muslim,Single,Yes,Had COVID,4,,,20260909008
289,38,Male,No religion,Divorced,Yes,Had COVID,1,,,20260909008
290,32,Male,Christian,Single,No,Had COVID,1,,,20260909008
291,43,Female,Christian,Married,Yes,None,2,,,20260909008
292,75,Male,Christian,Married,No,None,4,,,20260909008
293,54,Female,Christian,Married,No,Had COVID,2,,,20260909008
294,79,Male,Not answered,Married,No,Had COVID,2,4,Conspiracy Ideation,20260909008
295,46,Male,No religion,Single,No,Had COVID,4,,,20260909008
296,44,Female,Christian,Single,No,Had COVID,2,,,20260909008
297,56,Female,No religion,Married,Yes,Had COVID,1,,,20260909008
298,26,Female,Not answered,Married,No,None,4,,,20260909008
299,44,Male,No religion,Divorced,No,None,1,1,Scientific Rationalism,20260909008
300,19,Female,No religion,Single,No,Bereaved,2,,,20260909008
301,68,Female,No religion,Married,No,Bereaved,3,2,Libertarianism,20260909008
302,35,Female,Christian,Single,No,Bereaved,1,,,20260909008
303,60,Male,Christian,Married,No,None,2,1,Scientific Rationalism,20260909008
304,62,Male,Christian,Married,No,None,2,,,20260909008
305,41,Female,No religion,Married,Yes,Had COVID,2,,,20260909008
306,27,Female,No religion,Married,No,None,3,,,20260909008
307,22,Male,No religion,Single,No,None,1,,,20260909008
308,75,Male,Christian,Single,No,Bereaved,1,,,20260909008
309,73,Male,Not answered,Married,No,Had COVID,4,4,Conspiracy Ideation,20260909008
310,31,Female,No religion,Single,No,Bereaved,4,,,20260909008
311,50,Male,No religion,Married,No,None,2,,,20260909008
312,33,Female,No religion,Married,Yes,Bereaved,4,,,20260909008
313,27,Male,Christian,Single,No,Had COVID,1,,,20260909008
314,68,Male,Christian,Married,No,Had COVID,4,,,20260909008
315,90,Female,No religion,Divorced,No,None,2,2,Libertarianism,20260909008
316,67,Female,Christian,Widowed,No,Had COVID,4,,,20260909008
317,77,Female,Muslim,Divorced,No,Bereaved,3,,,20260909008
318,78,Female,Christian,Married,No,None,1,,,20260909008
319,82,Male,Christian,Single,No,None,1,,,20260909008
320,77,Male,Not answered,Single,No,None,4,,,20260909008
321,25,Male,No religion,Married,No,None,4,,,20260909008
322,51,Male,Christian,Married,No,Had COVID,1,,,20260909008
323,43,Female,Christian,Married,Yes,None,2,,,20260909008
324,75,Male,No religion,Married,No,None,2,,,20260909008
325,19,Female,Christian,Single,No,Had COVID,3,,,20260909008
326,27,Female,No religion,Single,No,Had COVID,4,,,20260909008
327,22,Male,No religion,Single,No,Had COVID,3,,,20260909008
328,65,Male,Christian,Married,No,Bereaved,1,,,20260909008
329,55,Male,Christian,Married,No,None,4,,,20260909008
330,85,Male,Christian,Widowed,No,None,3,,,20260909008
331,49,Female,No religion,Single,No,None,4,,,20260909008
332,57,Male,Christian,Single,No,None,4,,,20260909008
333,64,Male,Not answered,Married,No,Had COVID,3,,,20260909008
334,87,Female,Christian,Married,No,None,2,,,20260909008
335,26,Male,No religion,Divorced,Yes,Had COVID,2,,,20260909008
336,49,Male,Christian,Married,No,None,1,,,20260909008
337,34,Female,Christian,Single,No,Long COVID,2,,,20260909008
338,35,Male,Christian,Married,Yes,Had COVID,4,,,20260909008
339,47,Female,No religion,Married,Yes,None,4,,,20260909008
340,53,Female,No religion,Married,No,None,1,,,20260909008
341,77,Female,Christian,Married,No,None,3,,,20260909008
342,75,Male,Christian,Married,No,None,2,,,20260909008
343,21,Male,Hindu,Single,No,None,4,,,20260909008
344,28,Male,No religion,Married,No,Bereaved,4,,,20260909008
345,72,Male,Christian,Married,No,Bereaved,1,5,Institutional Trust and Technocratic Governance,20260909008
346,67,Female,No religion,Widowed,No,None,2,,,20260909008
347,22,Male,No religion,Single,No,None,3,,,20260909008
348,66,Female,Christian,Married,No,None,4,,,20260909008
349,53,Female,Christian,Divorced,No,Had COVID,4,,,20260909008
350,22,Male,Christian,Single,No,None,2,,,20260909008
351,87,Female,Christian,Married,No,None,3,,,20260909008
352,46,Female,No religion,Single,Yes,Had COVID,2,,,20260909008
353,62,Female,Christian,Married,No,None,1,,,20260909008
354,51,Female,No religion,Widowed,Yes,Had COVID,1,,,20260909008
355,48,Female,No religion,Married,No,None,1,,,20260909008
356,21,Female,Christian,Single,No,None,3,,,20260909008
357,21,Male,Christian,Single,No,None,2,,,20260909008
358,53,Male,Muslim,Widowed,No,Had COVID,2,,,20260909008
359,57,Female,No religion,Single,No,Had COVID,1,,,20260909008
360,37,Male,Not answered,Married,No,Had COVID,3,,,20260909008
361,74,Male,No religion,Widowed,No,None,4,,,20260909008
362,85,Female,Hindu,Single,No,None,3,,,20260909008
363,41,Female,Christian,Separated,No,Had COVID,4,,,20260909008
364,59,Female,Christian,Divorced,No,Had COVID,3,,,20260909008
365,42,Male,Christian,Single,Yes,Had COVID,3,,,20260909008
366,76,Female,Christian,Divorced,No,None,3,,,20260909008
367,76,Female,No religion,Widowed,No,None,4,,,20260909008
368,52,Female,Hindu,Married,No,Had COVID,1,,,20260909008
369,25,Female,Hindu,Married,Yes,Had COVID,4,,,20260909008
370,68,Male,No religion,Married,No,None,2,,,20260909008
371,54,Female,Christian,Married,No,Bereaved,2,,,20260909008
372,54,Female,No religion,Married,No,Bereaved,4,,,20260909008
373,52,Female,No religion,Married,No,None,4,,,20260909008
374,42,Female,No religion,Divorced,Yes,Had COVID,2,,,20260909008
375,18,Male,Christian,Single,No,None,1,,,20260909008
376,66,Female,No religion,Married,No,Had COVID,2,4,Conspiracy Ideation,20260909008
377,34,Female,Christian,Married,No,None,3,,,20260909008
378,82,Male,No religion,Single,No,Bereaved,1,,,20260909008
379,53,Male,No religion,Divorced,No,Had COVID,4,3,Communitarianism,20260909008
380,47,Female,Christian,Separated,Yes,Long COVID,1,,,20260909008
381,90,Male,Christian,Married,No,None,3,,,20260909008
382,40,Male,Christian,Divorced,No,None,2,,,20260909008
383,43,Male,Christian,Married,Yes,None,1,,,20260909008
384,47,Female,No religion,Married,Yes,Long COVID,4,,,20260909008
385,58,Male,No religion,Married,No,None,1,,,20260909008
386,70,Female,No religion,Married,No,Had COVID,3,,,20260909008
387,43,Female,No religion,Single,No,None,4,,,20260909008
388,53,Male,Christian,Married,No,None,1,,,20260909008
389,45,Male,No religion,Married,Yes,Had COVID,3,,,20260909008
390,62,Male,Christian,Divorced,No,Had COVID,2,,,20260909008
391,63,Female,Buddhist,Single,No,Had COVID,3,,,20260909008
392,72,Female,No religion,Widowed,No,None,1,,,20260909008
393,68,Female,Christian,Divorced,No,None,3,,,20260909008
394,72,Female,Christian,Widowed,No,None,4,,,20260909008
395,34,Male,Christian,Divorced,Yes,None,2,,,20260909008
396,63,Male,No religion,Married,No,Had COVID,4,,,20260909008
397,29,Female,Christian,Married,No,None,2,,,20260909008
398,58,Male,No religion,Married,No,Had COVID,3,,,20260909008
399,26,Female,Christian,Married,No,None,4,3,Communitarianism,20260909008
400,75,Male,No religion,Divorced,No,None,1,,,20260909008
401,34,Female,No religion,Single,Yes,Had COVID,3,,,20260909008
402,66,Female,Muslim,Single,No,None,1,,,20260909008
403,38,Female,Christian,Single,No,None,2,,,20260909008
404,32,Female,Christian,Single,No,None,1,,,20260909008
405,58,Female,No religion,Married,No,Had COVID,3,,,20260909008
406,80,Male,Not answered,Married,No,Had COVID,1,,,20260909008
407,44,Male,Christian,Divorced,No,Long COVID,3,,,20260909008
408,19,Male,No religion,Married,No,None,2,,,20260909008
409,61,Female,No religion,Widowed,No,Had COVID,1,,,20260909008
410,41,Female,Christian,Married,No,None,2,,,20260909008
411,48,Female,Christian,Divorced,Yes,Had COVID,1,,,20260909008
412,83,Male,No religion,Divorced,No,None,2,,,20260909008
413,56,Female,Christian,Married,No,Had COVID,3,,,20260909008
414,67,Female,No religion,Widowed,No,None,2,,,20260909008
415,26,Female,Christian,Single,No,Bereaved,3,,,20260909008
416,65,Female,Christian,Married,No,None,3,,,20260909008
417,22,Female,No religion,Single,No,Bereaved,4,,,20260909008
418,58,Male,No religion,Widowed,No,None,3,,,20260909008
419,37,Male,Christian,Widowed,Yes,Had COVID,3,,,20260909008
420,75,Female,Christian,Widowed,No,Bereaved,2,,,20260909008
421,73,Male,Christian,Widowed,No,Bereaved,4,,,20260909008
422,56,Female,Christian,Married,No,Had COVID,2,,,20260909008
423,23,Male,Sikh,Single,No,Had COVID,1,,,20260909008
424,28,Female,No religion,Single,No,None,4,,,20260909008
425,26,Male,Christian,Single,No,Bereaved,3,,,20260909008
426,63,Male,Christian,Married,No,Had COVID,1,,,20260909008
427,75,Male,No religion,Married,No,Bereaved,3,,,20260909008
428,55,Male,No religion,Divorced,No,Had COVID,4,,,20260909008
429,31,Female,Christian,Single,Yes,None,1,,,20260909008
430,65,Male,Christian,Married,No,None,1,,,20260909008
431,50,Female,Christian,Single,No,Had COVID,4,,,20260909008
432,60,Male,No religion,Single,No,Had COVID,1,,,20260909008
433,80,Female,Christian,Widowed,No,None,1,,,20260909008
434,56,Male,No religion,Married,No,Had COVID,4,,,20260909008
435,58,Female,Christian,Widowed,No,None,4,,,20260909008
436,18,Male,Christian,Single,No,None,1,,,20260909008
437,61,Male,Christian,Married,No,Had COVID,1,,,20260909008
438,57,Female,Christian,Married,No,Bereaved,3,,,20260909008
439,74,Male,No religion,Divorced,No,None,3,,,20260909008
440,29,Male,Christian,Single,Yes,Had COVID,1,,,20260909008
441,25,Female,Christian,Single,No,None,3,,,20260909008
442,74,Male,Christian,Widowed,No,Long COVID,4,,,20260909008
443,29,Male,Christian,Single,Yes,None,1,,,20260909008
444,33,Male,Not answered,Single,No,Had COVID,1,,,20260909008
445,55,Female,Christian,Married,Yes,Bereaved,4,1,Scientific Rationalism,20260909008
