respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed
34,48,Female,Hindu,Married,Yes,Bereaved,1,,,20260909010
35,36,Male,Christian,Single,No,Bereaved,2,,,20260909010
36,31,Female,Jewish,Single,Yes,Had COVID,1,,,20260909010
37,40,Female,No religion,Married,Yes,Had COVID,2,,,20260909010
38,58,Female,Christian,Divorced,No,Had COVID,3,,,20260909010
39,29,Male,Christian,Divorced,Yes,Had COVID,2,,,20260909010
40,55,Female,Not answered,Married,No,None,1,,,20260909010
41,73,Female,Not answered,Single,No,None,4,,,20260909010
42,73,Female,No religion,Widowed,No,Bereaved,3,,,20260909010
43,29,Female,Christian,Single,No,None,2,4,Conspiracy Ideation,20260909010
44,74,Female,Christian,Married,No,Had COVID,3,,,20260909010
45,29,Female,Christian,Married,No,None,1,,,20260909010
46,18,Male,Christian,Single,No,None,2,,,20260909010
47,60,Female,Muslim,Single,No,Had COVID,3,,,20260909010
48,41,Female,Not answered,Single,Yes,None,2,,,20260909010
49,29,Female,Muslim,Single,Yes,Bereaved,3,,,20260909010
50,50,Female,Christian,Married,No,Had COVID,2,,,20260909010
51,36,Male,No religion,Single,Yes,Long COVID,1,,,20260909010
52,35,Male,No religion,Married,No,None,1,,,20260909010
53,61,Female,Christian,Married,No,None,1,,,20260909010
54,41,Male,No religion,Married,Yes,Had COVID,2,,,20260909010
55,67,Male,No religion,Married,No,Had COVID,1,,,20260909010
56,35,Male,Not answered,Single,No,None,2,,,20260909010
57,61,Female,No religion,Married,No,None,4,2,Libertarianism,20260909010
58,20,Female,No religion,Single,No,None,1,,,20260909010
59,46,Male,No religion,Single,Yes,Had COVID,3,1,Scientific Rationalism,20260909010
60,27,Female,Christian,Single,No,Had COVID,2,,,20260909010
61,52,Female,Christian,Married,No,None,3,,,20260909010
62,58,Female,No religion,Married,No,Bereaved,1,,,20260909010
63,53,Male,Christian,Married,No,None,2,2,Libertarianism,20260909010
64,61,Male,Christian,Married,No,None,2,,,20260909010
65,26,Female,Christian,Single,No,Long COVID,4,,,20260909010
66,28,Female,No religion,Separated,Yes,None,3,3,Communitarianism,20260909010
67,18,Female,No religion,Single,No,Bereaved,2,,,20260909010
68,44,Female,Christian,Married,No,None,1,1,Scientific Rationalism,20260909010
69,72,Female,Muslim,Widowed,No,None,4,,,20260909010
70,19,Male,Hindu,Single,No,None,4,,,20260909010
71,18,Male,No religion,Single,No,None,1,,,20260909010
72,33,Female,No religion,Married,Yes,Bereaved,2,5,Institutional Trust and Technocratic Governance,20260909010
73,59,Male,Muslim,Married,No,Bereaved,1,,,20260909010
74,54,Female,Christian,Married,Yes,None,3,,,20260909010
75,46,Female,No religion,Single,No,Had COVID,2,,,20260909010
76,67,Female,Christian,Widowed,No,Long COVID,2,,,20260909010
77,90,Male,Muslim,Married,No,Had COVID,4,,,20260909010
78,21,Female,Christian,Single,No,None,3,,,20260909010
79,52,Male,No religion,Married,No,Had COVID,1,,,20260909010
80,54,Female,Christian,Married,No,Had COVID,3,2,Libertarianism,20260909010
81,31,Male,Christian,Single,Yes,Had COVID,3,,,20260909010
82,19,Male,No religion,Single,No,Had COVID,1,,,20260909010
83,53,Female,Christian,Single,No,Had COVID,4,,,20260909010
84,43,Male,Christian,Single,No,Long COVID,4,,,20260909010
85,61,Female,No religion,Married,No,Had COVID,4,,,20260909010
86,24,Male,Christian,Single,No,None,2,5,Institutional Trust and Technocratic Governance,20260909010
87,59,Female,Christian,Single,No,Had COVID,1,,,20260909010
88,90,Female,Christian,Divorced,No,Bereaved,4,,,20260909010
89,67,Female,Christian,Widowed,No,Had COVID,2,,,20260909010
90,58,Female,Not answered,Divorced,No,Bereaved,1,2,Libertarianism,20260909010
91,63,Male,Christian,Married,No,Had COVID,2,3,Communitarianism,20260909010
92,54,Female,Christian,Widowed,No,None,4,,,20260909010
93,35,Male,Christian,Married,Yes,Bereaved,3,,,20260909010
94,40,Male,Not answered,Married,No,Had COVID,3,,,20260909010
95,23,Male,Christian,Single,Yes,None,1,,,20260909010
96,53,Female,Christian,Married,No,Had COVID,3,4,Conspiracy Ideation,20260909010
97,44,Male,Christian,Single,No,None,4,,,20260909010
98,60,Female,Christian,Divorced,No,None,4,,,20260909010
99,29,Male,Christian,Single,No,Had COVID,4,,,20260909010
100,31,Male,No religion,Married,No,Had COVID,3,,,20260909010
101,56,Female,No religion,Married,No,Had COVID,2,,,20260909010
102,51,Female,No religion,Divorced,No,None,2,,,20260909010
103,62,Male,Christian,Married,No,Had COVID,3,,,20260909010
104,75,Male,Christian,Widowed,No,None,3,,,20260909010
105,57,Male,No religion,Married,No,Bereaved,1,,,20260909010
106,42,Female,No religion,Married,No,Had COVID,4,,,20260909010
107,85,Female,No religion,Widowed,No,None,3,,,20260909010
108,40,Female,No religion,Married,Yes,None,3,,,20260909010
109,52,Male,No religion,Married,No,Had COVID,4,,,20260909010
110,80,Female,Christian,Widowed,No,Bereaved,3,,,20260909010
111,60,Female,No religion,Married,No,Had COVID,1,,,20260909010
112,65,Male,Christian,Married,No,Had COVID,4,,,20260909010
113,56,Female,Christian,Married,No,Had COVID,4,,,20260909010
114,68,Male,Christian,Married,No,Had COVID,3,,,20260909010
115,55,Female,Christian,Divorced,No,None,4,,,20260909010
116,25,Female,No religion,Single,No,Had COVID,3,,,20260909010
117,19,Male,Christian,Single,No,None,3,,,20260909010
118,63,Female,Muslim,Married,No,Had COVID,2,,,20260909010
119,67,Female,No religion,Divorced,No,Had COVID,3,,,20260909010
120,44,Female,No religion,Divorced,Yes,None,2,,,20260909010
121,54,Male,Christian,Married,Yes,None,4,,,20260909010
122,37,Male,Christian,Married,Yes,Had COVID,3,,,20260909010
123,57,Female,Christian,Married,No,Had COVID,2,,,20260909010
124,50,Female,Sikh,Divorced,Yes,Had COVID,3,,,20260909010
125,79,Female,No religion,Widowed,No,None,1,,,20260909010
126,49,Female,Christian,Married,Yes,Had COVID,4,,,20260909010
127,41,Male,No religion,Single,Yes,Had COVID,4,,,20260909010
128,60,Male,Christian,Divorced,No,Bereaved,2,2,Libertarianism,20260909010
129,90,Male,Christian,Married,No,None,1,,,20260909010
130,68,Female,No religion,Divorced,No,Bereaved,1,,,20260909010
131,45,Male,No religion,Married,Yes,Had COVID,3,,,20260909010
132,36,Male,Christian,Married,No,None,1,,,20260909010
133,65,Male,Not answered,Married,No,None,3,,,20260909010
134,20,Male,Not answered,Single,No,None,4,,,20260909010
135,33,Female,Muslim,Separated,Yes,Bereaved,1,,,20260909010
136,65,Male,Muslim,Widowed,No,Had COVID,4,,,20260909010
137,81,Female,Christian,Widowed,No,Long COVID,1,,,20260909010
138,61,Female,Muslim,Married,No,Had COVID,4,,,20260909010
139,42,Female,No religion,Married,Yes,Had COVID,4,,,20260909010
140,48,Male,Christian,Married,No,Had COVID,2,,,20260909010
141,69,Male,Christian,Married,No,Had COVID,4,,,20260909010
142,71,Female,No religion,Married,No,None,2,,,20260909010
143,26,Male,Christian,Married,No,Had COVID,2,3,Communitarianism,20260909010
144,27,Male,No religion,Single,No,Had COVID,4,,,20260909010
145,60,Female,Christian,Married,No,Had COVID,1,,,20260909010
146,27,Male,No religion,Single,No,Had COVID,2,,,20260909010
147,33,Male,No religion,Single,Yes,None,4,,,20260909010
148,40,Male,No religion,Married,No,Bereaved,2,,,20260909010
149,66,Female,No religion,Widowed,No,Bereaved,2,,,20260909010
150,54,Female,Christian,Married,No,Had COVID,1,,,20260909010
151,55,Female,No religion,Single,No,Long COVID,4,,,20260909010
152,40,Female,Christian,Single,No,Bereaved,3,,,20260909010
153,23,Male,Christian,Single,No,Had COVID,2,,,20260909010
154,25,Female,Christian,Single,No,None,2,,,20260909010
155,82,Female,Christian,Divorced,No,None,1,,,20260909010
156,30,Female,No religion,Married,Yes,Had COVID,4,,,20260909010
157,32,Male,Christian,Single,No,None,4,,,20260909010
158,40,Male,Christian,Widowed,Yes,Had COVID,3,,,20260909010
159,24,Female,Muslim,Single,No,Had COVID,4,,,20260909010
160,78,Male,Christian,Separated,No,None,4,,,20260909010
161,37,Female,No religion,Divorced,No,Had COVID,3,,,20260909010
162,34,Female,Other religion,Married,Yes,None,1,5,Institutional Trust and Technocratic Governance,20260909010
163,26,Male,Christian,Single,No,Had COVID,3,,,20260909010
164,50,Male,Christian,Married,Yes,Had COVID,1,,,20260909010
165,63,Male,Christian,Divorced,No,Had COVID,3,,,20260909010
166,76,Female,Christian,Married,No,None,1,,,20260909010
167,20,Female,Christian,Single,No,Bereaved,2,3,Communitarianism,20260909010
168,63,Female,No religion,Married,No,Bereaved,2,,,20260909010
169,64,Male,No religion,Married,No,None,2,,,20260909010
170,32,Male,Christian,Single,No,Bereaved,1,,,20260909010
171,30,Male,Christian,Single,No,Bereaved,4,,,20260909010
172,30,Female,Not answered,Married,Yes,Had COVID,2,,,20260909010
173,33,Female,Christian,Single,Yes,None,3,,,20260909010
174,43,Male,Christian,Married,Yes,None,4,,,20260909010
175,58,Female,Christian,Divorced,No,Had COVID,4,4,Conspiracy Ideation,20260909010
176,67,Male,No religion,Single,No,Had COVID,3,,,20260909010
177,57,Male,No religion,Divorced,Yes,Had COVID,2,,,20260909010
178,74,Female,Christian,Widowed,No,Bereaved,4,,,20260909010
179,62,Male,No religion,Married,No,Bereaved,2,,,20260909010
180,29,Female,Muslim,Single,No,None,4,,,20260909010
181,42,Male,Not answered,Divorced,No,None,1,,,20260909010
182,33,Female,Christian,Divorced,No,None,3,,,20260909010
183,84,Female,Other religion,Married,No,Bereaved,2,,,20260909010
184,29,Male,Christian,Single,No,Bereaved,4,,,20260909010
185,34,Female,Muslim,Single,No,None,4,,,20260909010
186,68,Female,Christian,Married,No,None,4,,,20260909010
187,39,Male,Christian,Married,Yes,None,2,,,20260909010
188,19,Female,No religion,Single,No,None,3,,,20260909010
189,71,Female,No religion,Widowed,No,None,2,,,20260909010
190,30,Female,Christian,Single,No,Bereaved,4,,,20260909010
191,90,Male,Christian,Widowed,No,None,1,,,20260909010
192,79,Male,Christian,Widowed,No,Had COVID,4,,,20260909010
193,54,Male,No religion,Married,No,Had COVID,2,,,20260909010
194,54,Female,Sikh,Married,No,Bereaved,1,,,20260909010
195,75,Female,No religion,Widowed,No,Had COVID,3,,,20260909010
196,66,Female,Christian,Married,No,None,3,,,20260909010
197,23,Female,Christian,Single,No,Had COVID,1,,,20260909010
198,40,Female,Christian,Single,Yes,None,3,,,20260909010
199,49,Male,Christian,Married,No,Bereaved,3,,,20260909010
200,39,Male,No religion,Married,Yes,Had COVID,3,,,20260909010
201,83,Male,Christian,Married,No,Had COVID,1,,,20260909010
202,50,Female,No religion,Divorced,No,Had COVID,2,,,20260909010
203,51,Female,Christian,Married,No,Long COVID,1,,,20260909010
204,73,Female,Christian,Married,No,None,2,,,20260909010
205,23,Female,No religion,Single,No,Had COVID,2,,,20260909010
206,33,Male,Christian,Single,Yes,Had COVID,1,,,20260909010
207,82,Male,Christian,Widowed,No,None,4,,,20260909010
208,55,Male,No religion,Married,No,Bereaved,4,,,20260909010
209,61,Male,Christian,Single,No,None,4,,,20260909010
210,39,Female,Christian,Single,No,None,2,,,20260909010
211,88,Female,Christian,Married,No,Bereaved,2,,,20260909010
212,61,Female,Christian,Married,No,Long COVID,4,,,20260909010
213,57,Male,No religion,Married,Yes,Had COVID,3,,,20260909010
214,60,Female,Christian,Married,No,Had COVID,2,,,20260909010
215,80,Male,Christian,Married,No,None,2,,,20260909010
216,55,Female,Christian,Married,No,Long COVID,2,,,20260909010
217,50,Female,No religion,Divorced,No,Had COVID,3,,,20260909010
218,35,Male,Christian,Married,Yes,None,2,,,20260909010
219,56,Female,No religion,Married,No,Had COVID,1,,,20260909010
220,66,Male,Christian,Single,No,Had COVID,2,,,20260909010
221,29,Female,Christian,Widowed,Yes,None,3,,,20260909010
222,19,Male,Christian,Single,No,None,4,,,20260909010
223,49,Male,Muslim,Divorced,No,None,2,,,20260909010
224,73,Female,Christian,Widowed,No,None,3,,,20260909010
225,48,Male,Christian,Separated,Yes,Had COVID,3,,,20260909010
226,81,Female,Christian,Widowed,No,None,3,,,20260909010
227,35,Male,Jewish,Married,Yes,Had COVID,1,,,20260909010
228,45,Male,No religion,Divorced,No,None,2,,,20260909010
229,20,Female,Christian,Single,No,Had COVID,3,,,20260909010
230,70,Male,Not answered,Married,No,None,4,,,20260909010
231,30,Male,No religion,Single,No,None,3,,,20260909010
232,33,Male,No religion,Married,No,Had COVID,2,,,20260909010
233,24,Female,No religion,Single,No,Had COVID,3,,,20260909010
234,58,Male,Christian,Married,No,Had COVID,1,2,Libertarianism,20260909010
235,79,Male,Christian,Widowed,Yes,Had COVID,4,,,20260909010
236,31,Female,No religion,Married,No,None,3,,,20260909010
237,76,Male,No religion,Single,No,Had COVID,3,,,20260909010
238,68,Female,Christian,Single,No,None,4,,,20260909010
239,82,Male,Muslim,Married,No,None,1,,,20260909010
240,39,Female,No religion,Married,Yes,Had COVID,3,,,20260909010
241,47,Female,Christian,Married,Yes,None,3,,,20260909010
242,26,Male,No religion,Married,No,Had COVID,1,,,20260909010
243,62,Male,No religion,Married,No,Had COVID,1,,,20260909010
244,30,Female,No religion,Single,No,Bereaved,4,,,20260909010
245,41,Female,Christian,Married,No,None,2,,,20260909010
246,34,Male,No religion,Single,Yes,Had COVID,1,,,20260909010
247,85,Male,No religion,Married,No,None,4,,,20260909010
248,23,Male,Christian,Single,No,Had COVID,4,,,20260909010
249,30,Female,Christian,Single,Yes,None,3,,,20260909010
250,24,Female,Christian,Single,No,None,2,,,20260909010
251,45,Female,Not answered,Single,No,Had COVID,1,,,20260909010
252,58,Female,No religion,Married,No,None,4,,,20260909010
253,90,Female,No religion,Divorced,No,Had COVID,1,,,20260909010
254,52,Male,No religion,Married,Yes,Had COVID,4,,,20260909010
255,42,Female,Christian,Married,Yes,Had COVID,4,,,20260909010
256,22,Male,Christian,Single,No,Had COVID,4,,,20260909010
257,22,Female,No religion,Single,No,None,4,,,20260909010
258,51,Female,Christian,Married,No,None,1,,,20260909010
259,58,Male,No religion,Married,No,Bereaved,4,1,Scientific Rationalism,20260909010
260,48,Male,Buddhist,Single,Yes,None,2,,,20260909010
261,64,Male,Christian,Divorced,No,Bereaved,3,,,20260909010
262,54,Male,Christian,Married,Yes,Had COVID,2,,,20260909010
263,37,Female,Christian,Married,No,Long COVID,2,,,20260909010
264,25,Male,Jewish,Single,No,Had COVID,2,,,20260909010
265,87,Female,No religion,Married,No,None,1,,,20260909010
266,78,Female,Christian,Married,No,Had COVID,3,,,20260909010
267,45,Male,Christian,Single,No,Had COVID,1,,,20260909010
268,41,Female,Christian,Married,No,None,2,,,20260909010
269,27,Female,No religion,Married,Yes,None,2,,,20260909010
270,73,Female,Not answered,Married,No,Bereaved,2,,,20260909010
271,45,Male,No religion,Married,No,None,2,,,20260909010
272,70,Male,Christian,Married,No,None,4,,,20260909010
273,70,Female,No religion,Married,No,None,3,,,20260909010
274,77,Male,Christian,Married,No,Had COVID,2,,,20260909010
275,31,Male,Christian,Married,Yes,None,1,,,20260909010
276,27,Male,Christian,Single,No,None,3,1,Scientific Rationalism,20260909010
277,31,Male,Jewish,Divorced,Yes,Had COVID,2,,,20260909010
278,47,Male,Christian,Married,No,Had COVID,2,,,20260909010
279,60,Female,No religion,Married,No,None,2,,,20260909010
280,36,Male,Hindu,Single,No,None,4,,,20260909010
281,72,Female,Christian,Married,No,None,3,,,20260909010
282,21,Male,Christian,Single,No,Had COVID,3,,,20260909010
283,34,Female,Christian,Single,No,None,2,,,20260909010
284,28,Female,Christian,Separated,Yes,None,4,,,20260909010
285,26,Female,No religion,Single,No,Bereaved,1,,,20260909010
286,48,Male,No religion,Married,No,None,4,,,20260909010
287,81,Male,Christian,Married,No,Bereaved,1,,,20260909010
288,40,Male,Muslim,Single,Yes,Had COVID,2,,,20260909010
289,38,Male,No religion,Divorced,Yes,Had COVID,1,,,20260909010
290,32,Male,Christian,Single,No,Had COVID,1,,,20260909010
291,43,Female,Christian,Married,Yes,None,2,,,20260909010
292,75,Male,Christian,Married,No,None,1,,,20260909010
293,54,Female,Christian,Married,No,Had COVID,2,,,20260909010
294,79,Male,Not answered,Married,No,Had COVID,4,,,20260909010
295,46,Male,No religion,Single,No,Had COVID,4,3,Communitarianism,20260909010
296,44,Female,Christian,Single,No,Had COVID,4,,,20260909010
297,56,Female,No religion,Married,Yes,Had COVID,3,,,20260909010
298,26,Female,Not answered,Married,No,None,4,,,20260909010
299,44,Male,No religion,Divorced,No,None,2,4,Conspiracy Ideation,20260909010
300,19,Female,No religion,Single,No,Bereaved,2,,,20260909010
301,68,Female,No religion,Married,No,Bereaved,4,,,20260909010
302,35,Female,Christian,Single,No,Bereaved,3,,,20260909010
303,60,Male,Christian,Married,No,None,3,,,20260909010
304,62,Male,Christian,Married,No,None,1,,,20260909010
305,41,Female,No religion,Married,Yes,Had COVID,3,,,20260909010
306,27,Female,No religion,Married,No,None,1,,,20260909010
307,22,Male,No religion,Single,No,None,4,3,Communitarianism,20260909010
308,75,Male,Christian,Single,No,Bereaved,1,,,20260909010
309,73,Male,Not answered,Married,No,Had COVID,3,,,20260909010
310,31,Female,No religion,Single,No,Bereaved,1,,,20260909010
311,50,Male,No religion,Married,No,None,4,1,Scientific Rationalism,20260909010
312,33,Female,No religion,Married,Yes,Bereaved,1,,,20260909010
313,27,Male,Christian,Single,No,Had COVID,4,,,20260909010
314,68,Male,Christian,Married,No,Had COVID,1,1,Scientific Rationalism,20260909010
315,90,Female,No religion,Divorced,No,None,1,2,Libertarianism,20260909010
316,67,Female,Christian,Widowed,No,Had COVID,2,,,20260909010
317,77,Female,Muslim,Divorced,No,Bereaved,2,4,Conspiracy Ideation,20260909010
318,78,Female,Christian,Married,No,None,3,,,20260909010
319,82,Male,Christian,Single,No,None,2,,,20260909010
320,77,Male,Not answered,Single,No,None,2,,,20260909010
321,25,Male,No religion,Married,No,None,1,,,20260909010
322,51,Male,Christian,Married,No,Had COVID,2,,,20260909010
323,43,Female,Christian,Married,Yes,None,2,3,Communitarianism,20260909010
324,75,Male,No religion,Married,No,None,3,,,20260909010
325,19,Female,Christian,Single,No,Had COVID,1,,,20260909010
326,27,Female,No religion,Single,No,Had COVID,2,,,20260909010
327,22,Male,No religion,Single,No,Had COVID,3,,,20260909010
328,65,Male,Christian,Married,No,Bereaved,3,,,20260909010
329,55,Male,Christian,Married,No,None,2,,,20260909010
330,85,Male,Christian,Widowed,No,None,1,,,20260909010
331,49,Female,No religion,Single,No,None,3,,,20260909010
332,57,Male,Christian,Single,No,None,2,,,20260909010
333,64,Male,Not answered,Married,No,Had COVID,2,,,20260909010
334,87,Female,Christian,Married,No,None,2,,,20260909010
335,26,Male,No religion,Divorced,Yes,Had COVID,2,,,20260909010
336,49,Male,Christian,Married,No,None,4,,,20260909010
337,34,Female,Christian,Single,No,Long COVID,2,,,20260909010
338,35,Male,Christian,Married,Yes,Had COVID,4,,,20260909010
339,47,Female,No religion,Married,Yes,None,3,,,20260909010
340,53,Female,No religion,Married,No,None,4,,,20260909010
341,77,Female,Christian,Married,No,None,2,,,20260909010
342,75,Male,Christian,Married,No,None,3,,,20260909010
343,21,Male,Hindu,Single,No,None,1,,,20260909010
344,28,Male,No religion,Married,No,Bereaved,3,,,20260909010
345,72,Male,Christian,Married,No,Bereaved,2,,,20260909010
346,67,Female,No religion,Widowed,No,None,1,,,20260909010
347,22,Male,No religion,Single,No,None,3,,,20260909010
348,66,Female,Christian,Married,No,None,3,,,20260909010
349,53,Female,Christian,Divorced,No,Had COVID,4,,,20260909010
350,22,Male,Christian,Single,No,None,2,4,Conspiracy Ideation,20260909010
351,87,Female,Christian,Married,No,None,1,5,Institutional Trust and Technocratic Governance,20260909010
352,46,Female,No religion,Single,Yes,Had COVID,2,,,20260909010
353,62,Female,Christian,Married,No,None,4,,,20260909010
354,51,Female,No religion,Widowed,Yes,Had COVID,3,,,20260909010
355,48,Female,No religion,Married,No,None,2,,,20260909010
356,21,Female,Christian,Single,No,None,3,,,20260909010
357,21,Male,Christian,Single,No,None,4,,,20260909010
358,53,Male,Muslim,Widowed,No,Had COVID,4,,,20260909010
359,57,Female,No religion,Single,No,Had COVID,1,,,20260909010
360,37,Male,Not answered,Married,No,Had COVID,4,,,20260909010
361,74,Male,No religion,Widowed,No,None,2,,,20260909010
362,85,Female,Hindu,Single,No,None,2,,,20260909010
363,41,Female,Christian,Separated,No,Had COVID,1,,,20260909010
364,59,Female,Christian,Divorced,No,Had COVID,1,,,20260909010
365,42,Male,Christian,Single,Yes,Had COVID,2,,,20260909010
366,76,Female,Christian,Divorced,No,None,1,,,20260909010
367,76,Female,No religion,Widowed,No,None,1,,,20260909010
368,52,Female,Hindu,Married,No,Had COVID,2,,,20260909010
369,25,Female,Hindu,Married,Yes,Had COVID,1,,,20260909010
370,68,Male,No religion,Married,No,None,3,,,20260909010
371,54,Female,Christian,Married,No,Bereaved,4,,,20260909010
372,54,Female,No religion,Married,No,Bereaved,3,,,20260909010
373,52,Female,No religion,Married,No,None,3,5,Institutional Trust and Technocratic Governance,20260909010
374,42,Female,No religion,Divorced,Yes,Had COVID,1,,,20260909010
375,18,Male,Christian,Single,No,None,3,,,20260909010
376,66,Female,No religion,Married,No,Had COVID,2,,,20260909010
377,34,Female,Christian,Married,No,None,3,,,20260909010
378,82,Male,No religion,Single,No,Bereaved,2,,,20260909010
379,53,Male,No religion,Divorced,No,Had COVID,4,,,20260909010
380,47,Female,Christian,Separated,Yes,Long COVID,1,1,Scientific Rationalism,20260909010
381,90,Male,Christian,Married,No,None,4,,,20260909010
382,40,Male,Christian,Divorced,No,None,4,,,20260909010
383,43,Male,Christian,Married,Yes,None,3,,,20260909010
384,47,Female,No religion,Married,Yes,Long COVID,3,,,20260909010
385,58,Male,No religion,Married,No,None,3,,,20260909010
386,70,Female,No religion,Married,No,Had COVID,1,,,20260909010
387,43,Female,No religion,Single,No,None,3,,,20260909010
388,53,Male,Christian,Married,No,None,2,,,20260909010
389,45,Male,No religion,Married,Yes,Had COVID,2,4,Conspiracy Ideation,20260909010
390,62,Male,Christian,Divorced,No,Had COVID,4,,,20260909010
391,63,Female,Buddhist,Single,No,Had COVID,3,,,20260909010
392,72,Female,No religion,Widowed,No,None,4,,,20260909010
393,68,Female,Christian,Divorced,No,None,2,,,20260909010
394,72,Female,Christian,Widowed,No,None,2,,,20260909010
395,34,Male,Christian,Divorced,Yes,None,1,,,20260909010
396,63,Male,No religion,Married,No,Had COVID,4,,,20260909010
397,29,Female,Christian,Married,No,None,2,4,Conspiracy Ideation,20260909010
398,58,Male,No religion,Married,No,Had COVID,4,,,20260909010
399,26,Female,Christian,Married,No,None,2,,,20260909010
400,75,Male,No religion,Divorced,No,None,2,,,20260909010
401,34,Female,No religion,Single,Yes,Had COVID,1,,,20260909010
402,66,Female,Muslim,Single,No,None,4,,,20260909010
403,38,Female,Christian,Single,No,None,4,,,20260909010
404,32,Female,Christian,Single,No,None,3,,,20260909010
405,58,Female,No religion,Married,No,Had COVID,4,,,20260909010
406,80,Male,Not answered,Married,No,Had COVID,3,,,20260909010
407,44,Male,Christian,Divorced,No,Long COVID,4,,,20260909010
408,19,Male,No religion,Married,No,None,2,,,20260909010
409,61,Female,No religion,Widowed,No,Had COVID,1,,,20260909010
410,41,Female,Christian,Married,No,None,1,,,20260909010
411,48,Female,Christian,Divorced,Yes,Had COVID,2,,,20260909010
412,83,Male,No religion,Divorced,No,None,1,,,20260909010
413,56,Female,Christian,Married,No,Had COVID,4,,,20260909010
414,67,Female,No religion,Widowed,No,None,3,,,20260909010
415,26,Female,Christian,Single,No,Bereaved,4,,,20260909010
416,65,Female,Christian,Married,No,None,1,,,20260909010
417,22,Female,No religion,Single,No,Bereaved,4,,,20260909010
418,58,Male,No religion,Widowed,No,None,4,,,20260909010
419,37,Male,Christian,Widowed,Yes,Had COVID,4,,,20260909010
420,75,Female,Christian,Widowed,No,Bereaved,4,,,20260909010
421,73,Male,Christian,Widowed,No,Bereaved,4,3,Communitarianism,20260909010
422,56,Female,Christian,Married,No,Had COVID,3,,,20260909010
423,23,Male,Sikh,Single,No,Had COVID,3,,,20260909010
424,28,Female,No religion,Single,No,None,4,,,20260909010
425,26,Male,Christian,Single,No,Bereaved,3,,,20260909010
426,63,Male,Christian,Married,No,Had COVID,4,,,20260909010
427,75,Male,No religion,Married,No,Bereaved,2,,,20260909010
428,55,Male,No religion,Divorced,No,Had COVID,4,1,Scientific Rationalism,20260909010
429,31,Female,Christian,Single,Yes,None,4,,,20260909010
430,65,Male,Christian,Married,No,None,3,,,20260909010
431,50,Female,Christian,Single,No,Had COVID,4,2,Libertarianism,20260909010
432,60,Male,No religion,Single,No,Had COVID,2,,,20260909010
433,80,Female,Christian,Widowed,No,None,4,,,20260909010
434,56,Male,No religion,Married,No,Had COVID,1,,,20260909010
435,58,Female,Christian,Widowed,No,None,2,,,20260909010
436,18,Male,Christian,Single,No,None,2,,,20260909010
437,61,Male,Christian,Married,No,Had COVID,4,3,Communitarianism,20260909010
438,57,Female,Christian,Married,No,Bereaved,4,,,20260909010
439,74,Male,No religion,Divorced,No,None,3,,,20260909010
440,29,Male,Christian,Single,Yes,Had COVID,1,,,20260909010
441,25,Female,Christian,Single,No,None,2,1,Scientific Rationalism,20260909010
442,74,Male,Christian,Widowed,No,Long COVID,1,,,20260909010
443,29,Male,Christian,Single,Yes,None,3,,,20260909010
