respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed
118,63,Female,Muslim,Married,No,Had COVID,4,,,20260909005
119,67,Female,No religion,Divorced,No,Had COVID,3,,,20260909005
120,44,Female,No religion,Divorced,Yes,None,4,,,20260909005
121,54,Male,Christian,Married,Yes,None,1,,,20260909005
122,37,Male,Christian,Married,Yes,Had COVID,1,,,20260909005
123,57,Female,Christian,Married,No,Had COVID,1,,,20260909005
124,50,Female,Sikh,Divorced,Yes,Had COVID,1,,,20260909005
125,79,Female,No religion,Widowed,No,None,2,,,20260909005
126,49,Female,Christian,Married,Yes,Had COVID,1,,,20260909005
127,41,Male,No religion,Single,Yes,Had COVID,2,,,20260909005
128,60,Male,Christian,Divorced,No,Bereaved,3,,,20260909005
129,90,Male,Christian,Married,No,None,4,,,20260909005
130,68,Female,No religion,Divorced,No,Bereaved,3,,,20260909005
131,45,Male,No religion,Married,Yes,Had COVID,4,,,20260909005
132,36,Male,Christian,Married,No,None,4,,,20260909005
133,65,Male,Not answered,Married,No,None,4,,,20260909005
134,20,Male,Not answered,Single,No,None,1,,,20260909005
135,33,Female,Muslim,Separated,Yes,Bereaved,3,,,20260909005
136,65,Male,Muslim,Widowed,No,Had COVID,2,,,20260909005
137,81,Female,Christian,Widowed,No,Long COVID,1,,,20260909005
138,61,Female,Muslim,Married,No,Had COVID,1,,,20260909005
139,42,Female,No religion,Married,Yes,Had COVID,2,,,20260909005
140,48,Male,Christian,Married,No,Had COVID,2,,,20260909005
141,69,Male,Christian,Married,No,Had COVID,1,,,20260909005
142,71,Female,No religion,Married,No,None,2,,,20260909005
143,26,Male,Christian,Married,No,Had COVID,2,,,20260909005
144,27,Male,No religion,Single,No,Had COVID,1,,,20260909005
145,60,Female,Christian,Married,No,Had COVID,1,,,20260909005
146,27,Male,No religion,Single,No,Had COVID,2,,,20260909005
147,33,Male,No religion,Single,Yes,None,1,,,20260909005
148,40,Male,No religion,Married,No,Bereaved,1,,,20260909005
149,66,Female,No religion,Widowed,No,Bereaved,4,5,Institutional Trust and Technocratic Governance,20260909005
150,54,Female,Christian,Married,No,Had COVID,2,,,20260909005
151,55,Female,No religion,Single,No,Long COVID,1,,,20260909005
152,40,Female,Christian,Single,No,Bereaved,2,4,Conspiracy Ideation,20260909005
153,23,Male,Christian,Single,No,Had COVID,4,,,20260909005
154,25,Female,Christian,Single,No,None,3,1,Scientific Rationalism,20260909005
155,82,Female,Christian,Divorced,No,None,1,,,20260909005
156,30,Female,No religion,Married,Yes,Had COVID,1,,,20260909005
157,32,Male,Christian,Single,No,None,2,,,20260909005
158,40,Male,Christian,Widowed,Yes,Had COVID,2,,,20260909005
159,24,Female,Muslim,Single,No,Had COVID,3,,,20260909005
160,78,Male,Christian,Separated,No,None,3,,,20260909005
161,37,Female,No religion,Divorced,No,Had COVID,4,,,20260909005
162,34,Female,Other religion,Married,Yes,None,1,,,20260909005
163,26,Male,Christian,Single,No,Had COVID,4,,,20260909005
164,50,Male,Christian,Married,Yes,Had COVID,3,,,20260909005
165,63,Male,Christian,Divorced,No,Had COVID,2,,,20260909005
166,76,Female,Christian,Married,No,None,2,4,Conspiracy Ideation,20260909005
167,20,Female,Christian,Single,No,Bereaved,1,,,20260909005
168,63,Female,No religion,Married,No,Bereaved,1,,,20260909005
169,64,Male,No religion,Married,No,None,1,,,20260909005
170,32,Male,Christian,Single,No,Bereaved,3,,,20260909005
171,30,Male,Christian,Single,No,Bereaved,2,4,Conspiracy Ideation,20260909005
172,30,Female,Not answered,Married,Yes,Had COVID,1,,,20260909005
173,33,Female,Christian,Single,Yes,None,4,,,20260909005
174,43,Male,Christian,Married,Yes,None,1,,,20260909005
175,58,Female,Christian,Divorced,No,Had COVID,3,,,20260909005
176,67,Male,No religion,Single,No,Had COVID,2,,,20260909005
177,57,Male,No religion,Divorced,Yes,Had COVID,2,,,20260909005
178,74,Female,Christian,Widowed,No,Bereaved,2,,,20260909005
179,62,Male,No religion,Married,No,Bereaved,2,,,20260909005
180,29,Female,Muslim,Single,No,None,3,,,20260909005
181,42,Male,Not answered,Divorced,No,None,2,,,20260909005
182,33,Female,Christian,Divorced,No,None,3,,,20260909005
183,84,Female,Other religion,Married,No,Bereaved,2,,,20260909005
184,29,Male,Christian,Single,No,Bereaved,1,,,20260909005
185,34,Female,Muslim,Single,No,None,4,,,20260909005
186,68,Female,Christian,Married,No,None,2,,,20260909005
187,39,Male,Christian,Married,Yes,None,3,,,20260909005
188,19,Female,No religion,Single,No,None,4,,,20260909005
189,71,Female,No religion,Widowed,No,None,2,,,20260909005
190,30,Female,Christian,Single,No,Bereaved,3,,,20260909005
191,90,Male,Christian,Widowed,No,None,4,,,20260909005
192,79,Male,Christian,Widowed,No,Had COVID,3,,,20260909005
193,54,Male,No religion,Married,No,Had COVID,3,,,20260909005
194,54,Female,Sikh,Married,No,Bereaved,3,3,Communitarianism,20260909005
195,75,Female,No religion,Widowed,No,Had COVID,4,,,20260909005
196,66,Female,Christian,Married,No,None,4,,,20260909005
197,23,Female,Christian,Single,No,Had COVID,4,,,20260909005
198,40,Female,Christian,Single,Yes,None,3,,,20260909005
199,49,Male,Christian,Married,No,Bereaved,4,,,20260909005
200,39,Male,No religion,Married,Yes,Had COVID,4,,,20260909005
201,83,Male,Christian,Married,No,Had COVID,3,4,Conspiracy Ideation,20260909005
202,50,Female,No religion,Divorced,No,Had COVID,1,,,20260909005
203,51,Female,Christian,Married,No,Long COVID,1,,,20260909005
204,73,Female,Christian,Married,No,None,4,4,Conspiracy Ideation,20260909005
205,23,Female,No religion,Single,No,Had COVID,3,,,20260909005
206,33,Male,Christian,Single,Yes,Had COVID,1,,,20260909005
207,82,Male,Christian,Widowed,No,None,3,,,20260909005
208,55,Male,No religion,Married,No,Bereaved,1,,,20260909005
209,61,Male,Christian,Single,No,None,4,,,20260909005
210,39,Female,Christian,Single,No,None,2,,,20260909005
211,88,Female,Christian,Married,No,Bereaved,4,,,20260909005
212,61,Female,Christian,Married,No,Long COVID,2,,,20260909005
213,57,Male,No religion,Married,Yes,Had COVID,3,,,20260909005
214,60,Female,Christian,Married,No,Had COVID,4,,,20260909005
215,80,Male,Christian,Married,No,None,2,5,Institutional Trust and Technocratic Governance,20260909005
216,55,Female,Christian,Married,No,Long COVID,3,,,20260909005
217,50,Female,No religion,Divorced,No,Had COVID,2,3,Communitarianism,20260909005
218,35,Male,Christian,Married,Yes,None,4,,,20260909005
219,56,Female,No religion,Married,No,Had COVID,2,,,20260909005
220,66,Male,Christian,Single,No,Had COVID,4,,,20260909005
221,29,Female,Christian,Widowed,Yes,None,1,,,20260909005
222,19,Male,Christian,Single,No,None,4,,,20260909005
223,49,Male,Muslim,Divorced,No,None,1,,,20260909005
224,73,Female,Christian,Widowed,No,None,2,,,20260909005
225,48,Male,Christian,Separated,Yes,Had COVID,4,,,20260909005
226,81,Female,Christian,Widowed,No,None,2,,,20260909005
227,35,Male,Jewish,Married,Yes,Had COVID,4,5,Institutional Trust and Technocratic Governance,20260909005
228,45,Male,No religion,Divorced,No,None,4,,,20260909005
229,20,Female,Christian,Single,No,Had COVID,3,,,20260909005
230,70,Male,Not answered,Married,No,None,4,,,20260909005
231,30,Male,No religion,Single,No,None,2,,,20260909005
232,33,Male,No religion,Married,No,Had COVID,3,,,20260909005
233,24,Female,No religion,Single,No,Had COVID,2,,,20260909005
234,58,Male,Christian,Married,No,Had COVID,1,,,20260909005
235,79,Male,Christian,Widowed,Yes,Had COVID,4,,,20260909005
236,31,Female,No religion,Married,No,None,1,5,Institutional Trust and Technocratic Governance,20260909005
237,76,Male,No religion,Single,No,Had COVID,2,,,20260909005
238,68,Female,Christian,Single,No,None,4,,,20260909005
239,82,Male,Muslim,Married,No,None,1,,,20260909005
240,39,Female,No religion,Married,Yes,Had COVID,3,,,20260909005
241,47,Female,Christian,Married,Yes,None,1,,,20260909005
242,26,Male,No religion,Married,No,Had COVID,4,,,20260909005
243,62,Male,No religion,Married,No,Had COVID,4,,,20260909005
244,30,Female,No religion,Single,No,Bereaved,4,,,20260909005
245,41,Female,Christian,Married,No,None,3,,,20260909005
246,34,Male,No religion,Single,Yes,Had COVID,3,,,20260909005
247,85,Male,No religion,Married,No,None,2,,,20260909005
248,23,Male,Christian,Single,No,Had COVID,2,,,20260909005
249,30,Female,Christian,Single,Yes,None,3,,,20260909005
250,24,Female,Christian,Single,No,None,1,,,20260909005
251,45,Female,Not answered,Single,No,Had COVID,1,,,20260909005
252,58,Female,No religion,Married,No,None,2,,,20260909005
253,90,Female,No religion,Divorced,No,Had COVID,1,,,20260909005
254,52,Male,No religion,Married,Yes,Had COVID,2,,,20260909005
255,42,Female,Christian,Married,Yes,Had COVID,1,,,20260909005
256,22,Male,Christian,Single,No,Had COVID,1,,,20260909005
257,22,Female,No religion,Single,No,None,1,,,20260909005
258,51,Female,Christian,Married,No,None,3,,,20260909005
259,58,Male,No religion,Married,No,Bereaved,3,1,Scientific Rationalism,20260909005
260,48,Male,Buddhist,Single,Yes,None,1,,,20260909005
261,64,Male,Christian,Divorced,No,Bereaved,1,,,20260909005
262,54,Male,Christian,Married,Yes,Had COVID,3,,,20260909005
263,37,Female,Christian,Married,No,Long COVID,2,5,Institutional Trust and Technocratic Governance,20260909005
264,25,Male,Jewish,Single,No,Had COVID,2,,,20260909005
265,87,Female,No religion,Married,No,None,3,2,Libertarianism,20260909005
266,78,Female,Christian,Married,No,Had COVID,1,,,20260909005
267,45,Male,Christian,Single,No,Had COVID,4,,,20260909005
268,41,Female,Christian,Married,No,None,2,,,20260909005
269,27,Female,No religion,Married,Yes,None,3,,,20260909005
270,73,Female,Not answered,Married,No,Bereaved,1,,,20260909005
271,45,Male,No religion,Married,No,None,2,,,20260909005
272,70,Male,Christian,Married,No,None,2,3,Communitarianism,20260909005
273,70,Female,No religion,Married,No,None,2,,,20260909005
274,77,Male,Christian,Married,No,Had COVID,1,,,20260909005
275,31,Male,Christian,Married,Yes,None,1,,,20260909005
276,27,Male,Christian,Single,No,None,4,,,20260909005
277,31,Male,Jewish,Divorced,Yes,Had COVID,4,,,20260909005
278,47,Male,Christian,Married,No,Had COVID,1,,,20260909005
279,60,Female,No religion,Married,No,None,2,1,Scientific Rationalism,20260909005
280,36,Male,Hindu,Single,No,None,2,,,20260909005
281,72,Female,Christian,Married,No,None,3,,,20260909005
282,21,Male,Christian,Single,No,Had COVID,3,,,20260909005
283,34,Female,Christian,Single,No,None,2,,,20260909005
284,28,Female,Christian,Separated,Yes,None,4,,,20260909005
285,26,Female,No religion,Single,No,Bereaved,3,,,20260909005
286,48,Male,No religion,Married,No,None,1,,,20260909005
287,81,Male,Christian,Married,No,Bereaved,1,,,20260909005
288,40,Male,Muslim,Single,Yes,Had COVID,1,,,20260909005
289,38,Male,No religion,Divorced,Yes,Had COVID,1,,,20260909005
290,32,Male,Christian,Single,No,Had COVID,4,,,20260909005
291,43,Female,Christian,Married,Yes,None,3,,,20260909005
292,75,Male,Christian,Married,No,None,1,,,20260909005
293,54,Female,Christian,Married,No,Had COVID,4,,,20260909005
294,79,Male,Not answered,Married,No,Had COVID,4,,,20260909005
295,46,Male,No religion,Single,No,Had COVID,1,,,20260909005
296,44,Female,Christian,Single,No,Had COVID,1,,,20260909005
297,56,Female,No religion,Married,Yes,Had COVID,4,,,20260909005
298,26,Female,Not answered,Married,No,None,3,,,20260909005
299,44,Male,No religion,Divorced,No,None,4,,,20260909005
300,19,Female,No religion,Single,No,Bereaved,1,,,20260909005
301,68,Female,No religion,Married,No,Bereaved,3,,,20260909005
302,35,Female,Christian,Single,No,Bereaved,1,,,20260909005
303,60,Male,Christian,Married,No,None,1,,,20260909005
304,62,Male,Christian,Married,No,None,1,,,20260909005
305,41,Female,No religion,Married,Yes,Had COVID,3,,,20260909005
306,27,Female,No religion,Married,No,None,2,,,20260909005
307,22,Male,No religion,Single,No,None,1,1,Scientific Rationalism,20260909005
308,75,Male,Christian,Single,No,Bereaved,3,,,20260909005
309,73,Male,Not answered,Married,No,Had COVID,3,3,Communitarianism,20260909005
310,31,Female,No religion,Single,No,Bereaved,4,1,Scientific Rationalism,20260909005
311,50,Male,No religion,Married,No,None,3,,,20260909005
312,33,Female,No religion,Married,Yes,Bereaved,4,,,20260909005
313,27,Male,Christian,Single,No,Had COVID,3,,,20260909005
314,68,Male,Christian,Married,No,Had COVID,4,,,20260909005
315,90,Female,No religion,Divorced,No,None,2,,,20260909005
316,67,Female,Christian,Widowed,No,Had COVID,4,,,20260909005
317,77,Female,Muslim,Divorced,No,Bereaved,1,,,20260909005
318,78,Female,Christian,Married,No,None,1,,,20260909005
319,82,Male,Christian,Single,No,None,1,,,20260909005
320,77,Male,Not answered,Single,No,None,3,,,20260909005
321,25,Male,No religion,Married,No,None,3,,,20260909005
322,51,Male,Christian,Married,No,Had COVID,2,,,20260909005
323,43,Female,Christian,Married,Yes,None,3,,,20260909005
324,75,Male,No religion,Married,No,None,1,,,20260909005
325,19,Female,Christian,Single,No,Had COVID,1,,,20260909005
326,27,Female,No religion,Single,No,Had COVID,4,,,20260909005
327,22,Male,No religion,Single,No,Had COVID,1,4,Conspiracy Ideation,20260909005
328,65,Male,Christian,Married,No,Bereaved,1,,,20260909005
329,55,Male,Christian,Married,No,None,1,,,20260909005
330,85,Male,Christian,Widowed,No,None,2,,,20260909005
331,49,Female,No religion,Single,No,None,1,2,Libertarianism,20260909005
332,57,Male,Christian,Single,No,None,1,,,20260909005
333,64,Male,Not answered,Married,No,Had COVID,2,,,20260909005
334,87,Female,Christian,Married,No,None,4,,,20260909005
335,26,Male,No religion,Divorced,Yes,Had COVID,4,2,Libertarianism,20260909005
336,49,Male,Christian,Married,No,None,4,,,20260909005
337,34,Female,Christian,Single,No,Long COVID,2,,,20260909005
338,35,Male,Christian,Married,Yes,Had COVID,4,,,20260909005
339,47,Female,No religion,Married,Yes,None,1,,,20260909005
340,53,Female,No religion,Married,No,None,1,,,20260909005
341,77,Female,Christian,Married,No,None,2,,,20260909005
342,75,Male,Christian,Married,No,None,1,4,Conspiracy Ideation,20260909005
343,21,Male,Hindu,Single,No,None,2,,,20260909005
344,28,Male,No religion,Married,No,Bereaved,1,,,20260909005
345,72,Male,Christian,Married,No,Bereaved,4,1,Scientific Rationalism,20260909005
346,67,Female,No religion,Widowed,No,None,3,,,20260909005
347,22,Male,No religion,Single,No,None,2,,,20260909005
348,66,Female,Christian,Married,No,None,3,,,20260909005
349,53,Female,Christian,Divorced,No,Had COVID,3,,,20260909005
350,22,Male,Christian,Single,No,None,1,4,Conspiracy Ideation,20260909005
351,87,Female,Christian,Married,No,None,4,,,20260909005
352,46,Female,No religion,Single,Yes,Had COVID,1,5,Institutional Trust and Technocratic Governance,20260909005
353,62,Female,Christian,Married,No,None,2,,,20260909005
354,51,Female,No religion,Widowed,Yes,Had COVID,3,3,Communitarianism,20260909005
355,48,Female,No religion,Married,No,None,4,,,20260909005
356,21,Female,Christian,Single,No,None,4,,,20260909005
357,21,Male,Christian,Single,No,None,1,,,20260909005
358,53,Male,Muslim,Widowed,No,Had COVID,4,,,20260909005
359,57,Female,No religion,Single,No,Had COVID,3,,,20260909005
360,37,Male,Not answered,Married,No,Had COVID,1,,,20260909005
361,74,Male,No religion,Widowed,No,None,4,,,20260909005
362,85,Female,Hindu,Single,No,None,2,,,20260909005
363,41,Female,Christian,Separated,No,Had COVID,2,,,20260909005
364,59,Female,Christian,Divorced,No,Had COVID,3,,,20260909005
365,42,Male,Christian,Single,Yes,Had COVID,1,,,20260909005
366,76,Female,Christian,Divorced,No,None,3,,,20260909005
367,76,Female,No religion,Widowed,No,None,2,,,20260909005
368,52,Female,Hindu,Married,No,Had COVID,4,,,20260909005
369,25,Female,Hindu,Married,Yes,Had COVID,1,,,20260909005
370,68,Male,No religion,Married,No,None,4,,,20260909005
371,54,Female,Christian,Married,No,Bereaved,4,,,20260909005
372,54,Female,No religion,Married,No,Bereaved,3,,,20260909005
373,52,Female,No religion,Married,No,None,2,,,20260909005
374,42,Female,No religion,Divorced,Yes,Had COVID,1,,,20260909005
375,18,Male,Christian,Single,No,None,1,,,20260909005
376,66,Female,No religion,Married,No,Had COVID,4,,,20260909005
377,34,Female,Christian,Married,No,None,1,5,Institutional Trust and Technocratic Governance,20260909005
378,82,Male,No religion,Single,No,Bereaved,2,,,20260909005
379,53,Male,No religion,Divorced,No,Had COVID,2,,,20260909005
380,47,Female,Christian,Separated,Yes,Long COVID,2,,,20260909005
381,90,Male,Christian,Married,No,None,1,,,20260909005
382,40,Male,Christian,Divorced,No,None,1,2,Libertarianism,20260909005
383,43,Male,Christian,Married,Yes,None,1,3,Communitarianism,20260909005
384,47,Female,No religion,Married,Yes,Long COVID,2,,,20260909005
385,58,Male,No religion,Married,No,None,2,,,20260909005
386,70,Female,No religion,Married,No,Had COVID,3,,,20260909005
387,43,Female,No religion,Single,No,None,1,,,20260909005
388,53,Male,Christian,Married,No,None,1,,,20260909005
389,45,Male,No religion,Married,Yes,Had COVID,1,,,20260909005
390,62,Male,Christian,Divorced,No,Had COVID,3,,,20260909005
391,63,Female,Buddhist,Single,No,Had COVID,2,,,20260909005
392,72,Female,No religion,Widowed,No,None,1,,,20260909005
393,68,Female,Christian,Divorced,No,None,1,,,20260909005
394,72,Female,Christian,Widowed,No,None,2,,,20260909005
395,34,Male,Christian,Divorced,Yes,None,3,,,20260909005
396,63,Male,No religion,Married,No,Had COVID,2,5,Institutional Trust and Technocratic Governance,20260909005
397,29,Female,Christian,Married,No,None,2,,,20260909005
398,58,Male,No religion,Married,No,Had COVID,1,,,20260909005
399,26,Female,Christian,Married,No,None,1,,,20260909005
400,75,Male,No religion,Divorced,No,None,4,,,20260909005
401,34,Female,No religion,Single,Yes,Had COVID,4,,,20260909005
402,66,Female,Muslim,Single,No,None,1,,,20260909005
403,38,Female,Christian,Single,No,None,2,,,20260909005
404,32,Female,Christian,Single,No,None,1,,,20260909005
405,58,Female,No religion,Married,No,Had COVID,3,,,20260909005
406,80,Male,Not answered,Married,No,Had COVID,4,,,20260909005
407,44,Male,Christian,Divorced,No,Long COVID,1,,,20260909005
408,19,Male,No religion,Married,No,None,2,,,20260909005
409,61,Female,No religion,Widowed,No,Had COVID,4,1,Scientific Rationalism,20260909005
410,41,Female,Christian,Married,No,None,1,,,20260909005
411,48,Female,Christian,Divorced,Yes,Had COVID,2,,,20260909005
412,83,Male,No religion,Divorced,No,None,2,,,20260909005
413,56,Female,Christian,Married,No,Had COVID,3,4,Conspiracy Ideation,20260909005
414,67,Female,No religion,Widowed,No,None,1,2,Libertarianism,20260909005
415,26,Female,Christian,Single,No,Bereaved,3,,,20260909005
416,65,Female,Christian,Married,No,None,2,,,20260909005
417,22,Female,No religion,Single,No,Bereaved,1,,,20260909005
418,58,Male,No religion,Widowed,No,None,1,,,20260909005
419,37,Male,Christian,Widowed,Yes,Had COVID,1,,,20260909005
420,75,Female,Christian,Widowed,No,Bereaved,3,,,20260909005
421,73,Male,Christian,Widowed,No,Bereaved,1,,,20260909005
422,56,Female,Christian,Married,No,Had COVID,3,3,Communitarianism,20260909005
423,23,Male,Sikh,Single,No,Had COVID,2,,,20260909005
424,28,Female,No religion,Single,No,None,3,4,Conspiracy Ideation,20260909005
425,26,Male,Christian,Single,No,Bereaved,3,,,20260909005
426,63,Male,Christian,Married,No,Had COVID,1,,,20260909005
427,75,Male,No religion,Married,No,Bereaved,3,,,20260909005
428,55,Male,No religion,Divorced,No,Had COVID,1,,,20260909005
429,31,Female,Christian,Single,Yes,None,3,,,20260909005
430,65,Male,Christian,Married,No,None,4,,,20260909005
431,50,Female,Christian,Single,No,Had COVID,4,,,20260909005
432,60,Male,No religion,Single,No,Had COVID,2,,,20260909005
433,80,Female,Christian,Widowed,No,None,1,,,20260909005
434,56,Male,No religion,Married,No,Had COVID,1,4,Conspiracy Ideation,20260909005
435,58,Female,Christian,Widowed,No,None,4,,,20260909005
436,18,Male,Christian,Single,No,None,3,,,20260909005
437,61,Male,Christian,Married,No,Had COVID,4,,,20260909005
438,57,Female,Christian,Married,No,Bereaved,1,,,20260909005
439,74,Male,No religion,Divorced,No,None,1,,,20260909005
