respondent_id,Age,Sex,Religion,MaritalStatus,LivingWithChildren,CovidExperience,assigned_block,ideology_id,ideology_name,sampling_seed
137,81,Female,Christian,Widowed,No,Long COVID,4,,,20260909009
138,61,Female,Muslim,Married,No,Had COVID,4,,,20260909009
139,42,Female,No religion,Married,Yes,Had COVID,1,,,20260909009
140,48,Male,Christian,Married,No,Had COVID,1,,,20260909009
141,69,Male,Christian,Married,No,Had COVID,4,,,20260909009
142,71,Female,No religion,Married,No,None,4,,,20260909009
143,26,Male,Christian,Married,No,Had COVID,4,,,20260909009
144,27,Male,No religion,Single,No,Had COVID,3,,,20260909009
145,60,Female,Christian,Married,No,Had COVID,4,3,Communitarianism,20260909009
146,27,Male,No religion,Single,No,Had COVID,3,,,20260909009
147,33,Male,No religion,Single,Yes,None,4,,,20260909009
148,40,Male,No religion,Married,No,Bereaved,3,,,20260909009
149,66,Female,No religion,Widowed,No,Bereaved,2,,,20260909009
150,54,Female,Christian,Married,No,Had COVID,1,,,20260909009
151,55,Female,No religion,Single,No,Long COVID,2,,,20260909009
152,40,Female,Christian,Single,No,Bereaved,1,,,20260909009
153,23,Male,Christian,Single,No,Had COVID,1,3,Communitarianism,20260909009
154,25,Female,Christian,Single,No,None,4,,,20260909009
155,82,Female,Christian,Divorced,No,None,3,,,20260909009
156,30,Female,No religion,Married,Yes,Had COVID,2,,,20260909009
157,32,Male,Christian,Single,No,None,4,,,20260909009
158,40,Male,Christian,Widowed,Yes,Had COVID,4,,,20260909009
159,24,Female,Muslim,Single,No,Had COVID,1,,,20260909009
160,78,Male,Christian,Separated,No,None,2,,,20260909009
161,37,Female,No religion,Divorced,No,Had COVID,4,,,20260909009
162,34,Female,Other religion,Married,Yes,None,3,,,20260909009
163,26,Male,Christian,Single,No,Had COVID,2,,,20260909009
164,50,Male,Christian,Married,Yes,Had COVID,3,,,20260909009
165,63,Male,Christian,Divorced,No,Had COVID,1,,,20260909009
166,76,Female,Christian,Married,No,None,4,,,20260909009
167,20,Female,Christian,Single,No,Bereaved,3,,,20260909009
168,63,Female,No religion,Married,No,Bereaved,4,,,20260909009
169,64,Male,No religion,Married,No,None,3,,,20260909009
170,32,Male,Christian,Single,No,Bereaved,3,,,20260909009
171,30,Male,Christian,Single,No,Bereaved,2,,,20260909009
172,30,Female,Not answered,Married,Yes,Had COVID,4,,,20260909009
173,33,Female,Christian,Single,Yes,None,2,,,20260909009
174,43,Male,Christian,Married,Yes,None,2,,,20260909009
175,58,Female,Christian,Divorced,No,Had COVID,2,,,20260909009
176,67,Male,No religion,Single,No,Had COVID,4,,,20260909009
177,57,Male,No religion,Divorced,Yes,Had COVID,2,,,20260909009
178,74,Female,Christian,Widowed,No,Bereaved,3,1,Scientific Rationalism,20260909009
179,62,Male,No religion,Married,No,Bereaved,2,,,20260909009
180,29,Female,Muslim,Single,No,None,4,,,20260909009
181,42,Male,Not answered,Divorced,No,None,2,,,20260909009
182,33,Female,Christian,Divorced,No,None,2,,,20260909009
183,84,Female,Other religion,Married,No,Bereaved,3,,,20260909009
184,29,Male,Christian,Single,No,Bereaved,3,,,20260909009
185,34,Female,Muslim,Single,No,None,4,,,20260909009
186,68,Female,Christian,Married,No,None,1,3,Communitarianism,20260909009
187,39,Male,Christian,Married,Yes,None,2,,,20260909009
188,19,Female,No religion,Single,No,None,2,,,20260909009
189,71,Female,No religion,Widowed,No,None,4,,,20260909009
190,30,Female,Christian,Single,No,Bereaved,1,,,20260909009
191,90,Male,Christian,Widowed,No,None,3,3,Communitarianism,20260909009
192,79,Male,Christian,Widowed,No,Had COVID,1,,,20260909009
193,54,Male,No religion,Married,No,Had COVID,1,,,20260909009
194,54,Female,Sikh,Married,No,Bereaved,1,,,20260909009
195,75,Female,No religion,Widowed,No,Had COVID,2,,,20260909009
196,66,Female,Christian,Married,No,None,4,,,20260909009
197,23,Female,Christian,Single,No,Had COVID,4,,,20260909009
198,40,Female,Christian,Single,Yes,None,1,,,20260909009
199,49,Male,Christian,Married,No,Bereaved,4,,,20260909009
200,39,Male,No religion,Married,Yes,Had COVID,3,,,20260909009
201,83,Male,Christian,Married,No,Had COVID,3,,,20260909009
202,50,Female,No religion,Divorced,No,Had COVID,2,,,20260909009
203,51,Female,Christian,Married,No,Long COVID,4,,,20260909009
204,73,Female,Christian,Married,No,None,1,,,20260909009
205,23,Female,No religion,Single,No,Had COVID,1,4,Conspiracy Ideation,20260909009
206,33,Male,Christian,Single,Yes,Had COVID,4,,,20260909009
207,82,Male,Christian,Widowed,No,None,3,3,Communitarianism,20260909009
208,55,Male,No religion,Married,No,Bereaved,1,,,20260909009
209,61,Male,Christian,Single,No,None,3,,,20260909009
210,39,Female,Christian,Single,No,None,4,,,20260909009
211,88,Female,Christian,Married,No,Bereaved,4,2,Libertarianism,20260909009
212,61,Female,Christian,Married,No,Long COVID,3,,,20260909009
213,57,Male,No religion,Married,Yes,Had COVID,2,,,20260909009
214,60,Female,Christian,Married,No,Had COVID,1,,,20260909009
215,80,Male,Christian,Married,No,None,1,,,20260909009
216,55,Female,Christian,Married,No,Long COVID,2,2,Libertarianism,20260909009
217,50,Female,No religion,Divorced,No,Had COVID,4,,,20260909009
218,35,Male,Christian,Married,Yes,None,4,,,20260909009
219,56,Female,No religion,Married,No,Had COVID,4,,,20260909009
220,66,Male,Christian,Single,No,Had COVID,4,,,20260909009
221,29,Female,Christian,Widowed,Yes,None,4,2,Libertarianism,20260909009
222,19,Male,Christian,Single,No,None,1,,,20260909009
223,49,Male,Muslim,Divorced,No,None,3,,,20260909009
224,73,Female,Christian,Widowed,No,None,3,,,20260909009
225,48,Male,Christian,Separated,Yes,Had COVID,4,,,20260909009
226,81,Female,Christian,Widowed,No,None,4,,,20260909009
227,35,Male,Jewish,Married,Yes,Had COVID,2,,,20260909009
228,45,Male,No religion,Divorced,No,None,1,,,20260909009
229,20,Female,Christian,Single,No,Had COVID,2,,,20260909009
230,70,Male,Not answered,Married,No,None,4,,,20260909009
231,30,Male,No religion,Single,No,None,3,5,Institutional Trust and Technocratic Governance,20260909009
232,33,Male,No religion,Married,No,Had COVID,3,,,20260909009
233,24,Female,No religion,Single,No,Had COVID,4,,,20260909009
234,58,Male,Christian,Married,No,Had COVID,4,,,20260909009
235,79,Male,Christian,Widowed,Yes,Had COVID,3,,,20260909009
236,31,Female,No religion,Married,No,None,1,,,20260909009
237,76,Male,No religion,Single,No,Had COVID,2,,,20260909009
238,68,Female,Christian,Single,No,None,3,,,20260909009
239,82,Male,Muslim,Married,No,None,4,,,20260909009
240,39,Female,No religion,Married,Yes,Had COVID,4,,,20260909009
241,47,Female,Christian,Married,Yes,None,3,,,20260909009
242,26,Male,No religion,Married,No,Had COVID,4,,,20260909009
243,62,Male,No religion,Married,No,Had COVID,3,,,20260909009
244,30,Female,No religion,Single,No,Bereaved,1,,,20260909009
245,41,Female,Christian,Married,No,None,3,,,20260909009
246,34,Male,No religion,Single,Yes,Had COVID,4,,,20260909009
247,85,Male,No religion,Married,No,None,1,,,20260909009
248,23,Male,Christian,Single,No,Had COVID,2,,,20260909009
249,30,Female,Christian,Single,Yes,None,4,,,20260909009
250,24,Female,Christian,Single,No,None,2,,,20260909009
251,45,Female,Not answered,Single,No,Had COVID,4,3,Communitarianism,20260909009
252,58,Female,No religion,Married,No,None,3,,,20260909009
253,90,Female,No religion,Divorced,No,Had COVID,2,,,20260909009
254,52,Male,No religion,Married,Yes,Had COVID,2,,,20260909009
255,42,Female,Christian,Married,Yes,Had COVID,2,,,20260909009
256,22,Male,Christian,Single,No,Had COVID,3,,,20260909009
257,22,Female,No religion,Single,No,None,3,1,Scientific Rationalism,20260909009
258,51,Female,Christian,Married,No,None,3,,,20260909009
259,58,Male,No religion,Married,No,Bereaved,4,,,20260909009
260,48,Male,Buddhist,Single,Yes,None,2,,,20260909009
261,64,Male,Christian,Divorced,No,Bereaved,1,,,20260909009
262,54,Male,Christian,Married,Yes,Had COVID,3,,,20260909009
263,37,Female,Christian,Married,No,Long COVID,2,,,20260909009
264,25,Male,Jewish,Single,No,Had COVID,4,,,20260909009
265,87,Female,No religion,Married,No,None,1,,,20260909009
266,78,Female,Christian,Married,No,Had COVID,1,,,20260909009
267,45,Male,Christian,Single,No,Had COVID,1,,,20260909009
268,41,Female,Christian,Married,No,None,4,,,20260909009
269,27,Female,No religion,Married,Yes,None,4,,,20260909009
270,73,Female,Not answered,Married,No,Bereaved,4,,,20260909009
271,45,Male,No religion,Married,No,None,1,4,Conspiracy Ideation,20260909009
272,70,Male,Christian,Married,No,None,2,,,20260909009
273,70,Female,No religion,Married,No,None,3,,,20260909009
274,77,Male,Christian,Married,No,Had COVID,4,,,20260909009
275,31,Male,Christian,Married,Yes,None,4,,,20260909009
276,27,Male,Christian,Single,No,None,3,,,20260909009
277,31,Male,Jewish,Divorced,Yes,Had COVID,1,,,20260909009
278,47,Male,Christian,Married,No,Had COVID,2,4,Conspiracy Ideation,20260909009
279,60,Female,No religion,Married,No,None,2,,,20260909009
280,36,Male,Hindu,Single,No,None,1,,,20260909009
281,72,Female,Christian,Married,No,None,4,,,20260909009
282,21,Male,Christian,Single,No,Had COVID,1,,,20260909009
283,34,Female,Christian,Single,No,None,2,,,20260909009
284,28,Female,Christian,Separated,Yes,None,4,,,20260909009
285,26,Female,No religion,Single,No,Bereaved,2,,,20260909009
286,48,Male,No religion,Married,No,None,3,,,20260909009
287,81,Male,Christian,Married,No,Bereaved,1,,,20260909009
288,40,Male,Muslim,Single,Yes,Had COVID,4,,,20260909009
289,38,Male,No religion,Divorced,Yes,Had COVID,4,,,20260909009
290,32,Male,Christian,Single,No,Had COVID,4,,,20260909009
291,43,Female,Christian,Married,Yes,None,2,,,20260909009
292,75,Male,Christian,Married,No,None,4,,,20260909009
293,54,Female,Christian,Married,No,Had COVID,1,,,20260909009
294,79,Male,Not answered,Married,No,Had COVID,3,,,20260909009
295,46,Male,No religion,Single,No,Had COVID,3,,,20260909009
296,44,Female,Christian,Single,No,Had COVID,3,,,20260909009
297,56,Female,No religion,Married,Yes,Had COVID,4,,,20260909009
298,26,Female,Not answered,Married,No,None,3,,,20260909009
299,44,Male,No religion,Divorced,No,None,1,,,20260909009
300,19,Female,No religion,Single,No,Bereaved,3,1,Scientific Rationalism,20260909009
301,68,Female,No religion,Married,No,Bereaved,4,1,Scientific Rationalism,20260909009
302,35,Female,Christian,Single,No,Bereaved,2,,,20260909009
303,60,Male,Christian,Married,No,None,2,,,20260909009
304,62,Male,Christian,Married,No,None,3,,,20260909009
305,41,Female,No religion,Married,Yes,Had COVID,2,,,20260909009
306,27,Female,No religion,Married,No,None,4,,,20260909009
307,22,Male,No religion,Single,No,None,2,,,20260909009
308,75,Male,Christian,Single,No,Bereaved,3,,,20260909009
309,73,Male,Not answered,Married,No,Had COVID,1,,,20260909009
310,31,Female,No religion,Single,No,Bereaved,1,,,20260909009
311,50,Male,No religion,Married,No,None,4,,,20260909009
312,33,Female,No religion,Married,Yes,Bereaved,3,,,20260909009
313,27,Male,Christian,Single,No,Had COVID,4,,,20260909009
314,68,Male,Christian,Married,No,Had COVID,2,1,Scientific Rationalism,20260909009
315,90,Female,No religion,Divorced,No,None,2,,,20260909009
316,67,Female,Christian,Widowed,No,Had COVID,1,,,20260909009
317,77,Female,Muslim,Divorced,No,Bereaved,4,,,20260909009
318,78,Female,Christian,Married,No,None,1,2,Libertarianism,20260909009
319,82,Male,Christian,Single,No,None,1,2,Libertarianism,20260909009
320,77,Male,Not answered,Single,No,None,3,,,20260909009
321,25,Male,No religion,Married,No,None,3,,,20260909009
322,51,Male,Christian,Married,No,Had COVID,4,,,20260909009
323,43,Female,Christian,Married,Yes,None,4,,,20260909009
324,75,Male,No religion,Married,No,None,1,,,20260909009
325,19,Female,Christian,Single,No,Had COVID,1,,,20260909009
326,27,Female,No religion,Single,No,Had COVID,2,,,20260909009
327,22,Male,No religion,Single,No,Had COVID,4,,,20260909009
328,65,Male,Christian,Married,No,Bereaved,3,,,20260909009
329,55,Male,Christian,Married,No,None,2,,,20260909009
330,85,Male,Christian,Widowed,No,None,2,,,20260909009
331,49,Female,No religion,Single,No,None,1,,,20260909009
332,57,Male,Christian,Single,No,None,4,,,20260909009
333,64,Male,Not answered,Married,No,Had COVID,1,,,20260909009
334,87,Female,Christian,Married,No,None,1,,,20260909009
335,26,Male,No religion,Divorced,Yes,Had COVID,1,,,20260909009
336,49,Male,Christian,Married,No,None,1,,,20260909009
337,34,Female,Christian,Single,No,Long COVID,4,,,20260909009
338,35,Male,Christian,Married,Yes,Had COVID,4,,,20260909009
339,47,Female,No religion,Married,Yes,None,1,,,20260909009
340,53,Female,No religion,Married,No,None,2,,,20260909009
341,77,Female,Christian,Married,No,None,4,,,20260909009
342,75,Male,Christian,Married,No,None,2,,,20260909009
343,21,Male,Hindu,Single,No,None,4,,,20260909009
344,28,Male,No religion,Married,No,Bereaved,4,,,20260909009
345,72,Male,Christian,Married,No,Bereaved,1,,,20260909009
346,67,Female,No religion,Widowed,No,None,3,,,20260909009
347,22,Male,No religion,Single,No,None,4,2,Libertarianism,20260909009
348,66,Female,Christian,Married,No,None,2,,,20260909009
349,53,Female,Christian,Divorced,No,Had COVID,2,4,Conspiracy Ideation,20260909009
350,22,Male,Christian,Single,No,None,4,,,20260909009
351,87,Female,Christian,Married,No,None,1,,,20260909009
352,46,Female,No religion,Single,Yes,Had COVID,3,,,20260909009
353,62,Female,Christian,Married,No,None,1,,,20260909009
354,51,Female,No religion,Widowed,Yes,Had COVID,3,,,20260909009
355,48,Female,No religion,Married,No,None,4,,,20260909009
356,21,Female,Christian,Single,No,None,1,,,20260909009
357,21,Male,Christian,Single,No,None,2,2,Libertarianism,20260909009
358,53,Male,Muslim,Widowed,No,Had COVID,2,,,20260909009
359,57,Female,No religion,Single,No,Had COVID,3,,,20260909009
360,37,Male,Not answered,Married,No,Had COVID,3,,,20260909009
361,74,Male,No religion,Widowed,No,None,1,,,20260909009
362,85,Female,Hindu,Single,No,None,3,,,20260909009
363,41,Female,Christian,Separated,No,Had COVID,1,,,20260909009
364,59,Female,Christian,Divorced,No,Had COVID,2,,,20260909009
365,42,Male,Christian,Single,Yes,Had COVID,1,,,20260909009
366,76,Female,Christian,Divorced,No,None,2,1,Scientific Rationalism,20260909009
367,76,Female,No religion,Widowed,No,None,1,,,20260909009
368,52,Female,Hindu,Married,No,Had COVID,2,,,20260909009
369,25,Female,Hindu,Married,Yes,Had COVID,2,,,20260909009
370,68,Male,No religion,Married,No,None,1,,,20260909009
371,54,Female,Christian,Married,No,Bereaved,3,,,20260909009
372,54,Female,No religion,Married,No,Bereaved,2,,,20260909009
373,52,Female,No religion,Married,No,None,4,,,20260909009
374,42,Female,No religion,Divorced,Yes,Had COVID,2,,,20260909009
375,18,Male,Christian,Single,No,None,1,,,20260909009
376,66,Female,No religion,Married,No,Had COVID,1,,,20260909009
377,34,Female,Christian,Married,No,None,1,,,20260909009
378,82,Male,No religion,Single,No,Bereaved,4,,,20260909009
379,53,Male,No religion,Divorced,No,Had COVID,1,,,20260909009
380,47,Female,Christian,Separated,Yes,Long COVID,1,,,20260909009
381,90,Male,Christian,Married,No,None,1,,,20260909009
382,40,Male,Christian,Divorced,No,None,3,,,20260909009
383,43,Male,Christian,Married,Yes,None,3,,,20260909009
384,47,Female,No religion,Married,Yes,Long COVID,3,,,20260909009
385,58,Male,No religion,Married,No,None,4,5,Institutional Trust and Technocratic Governance,20260909009
386,70,Female,No religion,Married,No,Had COVID,1,,,20260909009
387,43,Female,No religion,Single,No,None,2,3,Communitarianism,20260909009
388,53,Male,Christian,Married,No,None,2,,,20260909009
389,45,Male,No religion,Married,Yes,Had COVID,3,,,20260909009
390,62,Male,Christian,Divorced,No,Had COVID,2,,,20260909009
391,63,Female,Buddhist,Single,No,Had COVID,2,2,Libertarianism,20260909009
392,72,Female,No religion,Widowed,No,None,1,,,20260909009
393,68,Female,Christian,Divorced,No,None,1,,,20260909009
394,72,Female,Christian,Widowed,No,None,3,,,20260909009
395,34,Male,Christian,Divorced,Yes,None,1,,,20260909009
396,63,Male,No religion,Married,No,Had COVID,2,,,20260909009
397,29,Female,Christian,Married,No,None,4,,,20260909009
398,58,Male,No religion,Married,No,Had COVID,4,,,20260909009
399,26,Female,Christian,Married,No,None,2,,,20260909009
400,75,Male,No religion,Divorced,No,None,3,,,20260909009
401,34,Female,No religion,Single,Yes,Had COVID,1,,,20260909009
402,66,Female,Muslim,Single,No,None,1,3,Communitarianism,20260909009
403,38,Female,Christian,Single,No,None,4,,,20260909009
404,32,Female,Christian,Single,No,None,2,,,20260909009
405,58,Female,No religion,Married,No,Had COVID,1,,,20260909009
406,80,Male,Not answered,Married,No,Had COVID,4,,,20260909009
407,44,Male,Christian,Divorced,No,Long COVID,1,,,20260909009
408,19,Male,No religion,Married,No,None,4,,,20260909009
409,61,Female,No religion,Widowed,No,Had COVID,1,,,20260909009
410,41,Female,Christian,Married,No,None,3,,,20260909009
411,48,Female,Christian,Divorced,Yes,Had COVID,4,,,20260909009
412,83,Male,No religion,Divorced,No,None,2,,,20260909009
413,56,Female,Christian,Married,No,Had COVID,2,,,20260909009
414,67,Female,No religion,Widowed,No,None,2,,,20260909009
415,26,Female,Christian,Single,No,Bereaved,4,,,20260909009
416,65,Female,Christian,Married,No,None,2,,,20260909009
417,22,Female,No religion,Single,No,Bereaved,2,2,Libertarianism,20260909009
418,58,Male,No religion,Widowed,No,None,4,,,20260909009
419,37,Male,Christian,Widowed,Yes,Had COVID,3,1,Scientific Rationalism,20260909009
420,75,Female,Christian,Widowed,No,Bereaved,2,2,Libertarianism,20260909009
421,73,Male,Christian,Widowed,No,Bereaved,2,,,20260909009
422,56,Female,Christian,Married,No,Had COVID,4,,,20260909009
423,23,Male,Sikh,Single,No,Had COVID,4,,,20260909009
424,28,Female,No religion,Single,No,None,4,,,20260909009
425,26,Male,Christian,Single,No,Bereaved,3,,,20260909009
426,63,Male,Christian,Married,No,Had COVID,3,,,20260909009
427,75,Male,No religion,Married,No,Bereaved,1,4,Conspiracy Ideation,20260909009
428,55,Male,No religion,Divorced,No,Had COVID,1,,,20260909009
429,31,Female,Christian,Single,Yes,None,2,4,Conspiracy Ideation,20260909009
430,65,Male,Christian,Married,No,None,2,,,20260909009
431,50,Female,Christian,Single,No,Had COVID,2,,,20260909009
432,60,Male,No religion,Single,No,Had COVID,4,,,20260909009
433,80,Female,Christian,Widowed,No,None,2,,,20260909009
434,56,Male,No religion,Married,No,Had COVID,3,,,20260909009
435,58,Female,Christian,Widowed,No,None,3,,,20260909009
436,18,Male,Christian,Single,No,None,4,3,Communitarianism,20260909009
437,61,Male,Christian,Married,No,Had COVID,2,,,20260909009
438,57,Female,Christian,Married,No,Bereaved,1,,,20260909009
439,74,Male,No religion,Divorced,No,None,4,,,20260909009
440,29,Male,Christian,Single,Yes,Had COVID,3,,,20260909009
